	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0070208	GO:0070208	protein heterotrimerization	3/538	13/18670	0.005484952570855316	0.027636174302403765	0.01944738057918497	COL1A2/COL1A1/COL6A2	3
GO:2001257	GO:2001257	regulation of cation channel activity	12/538	178/18670	0.005570629899214952	0.02800709144890144	0.019708392354272023	CTSS/PLCG2/CCL2/STOM/TREM2/NLGN3/ARC/MMP9/CAV1/GRIA3/NLGN1/GRIA2	12
GO:0019835	GO:0019835	cytolysis	5/538	40/18670	0.005582373943703687	0.02800709144890144	0.019708392354272023	LYZ/LILRB1/PRF1/GZMA/C7	5
GO:0042036	GO:0042036	negative regulation of cytokine biosynthetic process	5/538	40/18670	0.005582373943703687	0.02800709144890144	0.019708392354272023	PTPRC/TYROBP/LILRB1/IL6/ZFP36	5
GO:0045124	GO:0045124	regulation of bone resorption	5/538	40/18670	0.005582373943703687	0.02800709144890144	0.019708392354272023	SYK/TNFAIP3/CSF1R/IL6/SPP1	5
GO:0030856	GO:0030856	regulation of epithelial cell differentiation	11/538	156/18670	0.005602730193028566	0.028079284652175115	0.01975919420129799	CEBPB/ASCL1/IL1B/CTSK/MMP9/SERPINE1/ZFP36/EZH2/LIF/CAV1/SFRP4	11
GO:0060349	GO:0060349	bone morphogenesis	9/538	114/18670	0.0057221682635949424	0.028647365796252978	0.02015894888831992	COL6A3/COL1A1/TGFBR2/COL6A2/ANXA2/LTF/ACP5/SFRP4/TWIST1	9
GO:1901216	GO:1901216	positive regulation of neuron death	8/538	94/18670	0.005751178853157259	0.02876200603927531	0.02023962041728591	FCGR2B/ITGB2/C1QA/TYROBP/ASCL1/MAPT/NUPR1/DKK1	8
GO:0002479	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	7/538	75/18670	0.005811542432980619	0.029033034702342662	0.02043034137239583	NCF4/VAMP8/NCF2/CYBB/FCGR1A/CYBA/CD36	7
GO:0045665	GO:0045665	negative regulation of neuron differentiation	14/538	225/18670	0.005838810847685088	0.02913832857816121	0.020504435928802016	ASCL1/OLIG2/MAP2/NLGN3/CRMP1/ASPM/SEMA3C/SLIT2/DKK1/SPP1/NKX2-2/NLGN1/OMG/STMN2	14
GO:1905952	GO:1905952	regulation of lipid localization	11/538	157/18670	0.005873352578233041	0.02927965808597955	0.02060388850481841	SYK/THBS1/IL1B/C3/IL6/ANXA2/APOC1/PLTP/CD36/APOC2/SPP1	11
GO:0051098	GO:0051098	regulation of binding	20/538	373/18670	0.006036427348944789	0.03006076942236421	0.021153551032893687	DAB2/PLAUR/GZMA/HMOX1/MAP2/ANXA2/SLPI/LOX/MMP9/CD36/CRMP1/LIF/SOX11/S100A10/LHX2/CAV1/DKK1/LGALS3/SLN/TWIST1	20
GO:0046660	GO:0046660	female sex differentiation	9/538	115/18670	0.006054327455693648	0.03008623548732239	0.021171471322861353	CEBPB/LHFPL2/ICAM1/CHD7/ADAMTS1/NUPR1/PTX3/COL9A3/SLIT2	9
GO:1904375	GO:1904375	regulation of protein localization to cell periphery	9/538	115/18670	0.006054327455693648	0.03008623548732239	0.021171471322861353	DAB2/VAMP8/TREM2/GPSM2/GBP1/LRRC15/CLIP3/PID1/LGALS3	9
GO:1903076	GO:1903076	regulation of protein localization to plasma membrane	8/538	95/18670	0.006126180561202887	0.030411187469431212	0.021400137736558165	DAB2/VAMP8/TREM2/GBP1/LRRC15/CLIP3/PID1/LGALS3	8
GO:0051125	GO:0051125	regulation of actin nucleation	4/538	26/18670	0.0061593930261749745	0.030479604186308552	0.021448282096791713	GMFG/SCIN/CORO1A/WASF1	4
GO:0060074	GO:0060074	synapse maturation	4/538	26/18670	0.0061593930261749745	0.030479604186308552	0.021448282096791713	BCAN/SEZ6L/CDC20/CX3CR1	4
GO:0097066	GO:0097066	response to thyroid hormone	4/538	26/18670	0.0061593930261749745	0.030479604186308552	0.021448282096791713	CTSS/CTSB/CTSH/ANXA2	4
GO:0050873	GO:0050873	brown fat cell differentiation	5/538	41/18670	0.0062101900252927765	0.030634333604850947	0.021557164095300757	CEBPB/RGS2/PTGS2/CEBPA/PLAC8	5
GO:0097178	GO:0097178	ruffle assembly	5/538	41/18670	0.0062101900252927765	0.030634333604850947	0.021557164095300757	AIF1/ICAM1/SNX10/CAV1/NLGN1	5
GO:1903053	GO:1903053	regulation of extracellular matrix organization	5/538	41/18670	0.0062101900252927765	0.030634333604850947	0.021557164095300757	TNFRSF1B/FAP/IL6/PDPN/AEBP1	5
GO:0007178	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	19/538	349/18670	0.006270805660931857	0.030900954387796147	0.02174478325631482	COL3A1/LTBP2/DAB2/COL1A2/TGFBR2/THBS1/ASPN/FBN1/LRRC32/SULF1/FSTL1/LOX/CAV2/SOX11/CAV1/FMOD/DKK1/TTK/SFRP4	19
GO:0010876	GO:0010876	lipid localization	21/538	400/18670	0.006286055409847192	0.03094369953843189	0.021774862716779638	SYK/NPC2/AQP9/SLCO2B1/THBS1/ACSL1/IL1B/C3/PLA2G2A/IL6/ANXA2/ABCC3/APOC1/PLTP/CD36/APOC2/ANXA1/CAV1/SPP1/ABCA8/PLA2G5	21
GO:0050803	GO:0050803	regulation of synapse structure or activity	14/538	227/18670	0.00629919605520859	0.030975983945466693	0.021797581025888167	TLR2/IL10RA/FCGR2B/LILRB2/SRPX2/NLGN3/ARC/THBS2/AMIGO2/TPBG/DKK1/CDC20/NLGN1/LRRTM2	14
GO:0006949	GO:0006949	syncytium formation	6/538	58/18670	0.006340191676392451	0.031070755193787426	0.02186427088367711	IL4R/CD53/TYROBP/TREM2/CXCL9/CXCL10	6
GO:0035904	GO:0035904	aorta development	6/538	58/18670	0.006340191676392451	0.031070755193787426	0.02186427088367711	COL3A1/CHD7/LOX/MYLK/SOX4/LOXL1	6
GO:0042093	GO:0042093	T-helper cell differentiation	6/538	58/18670	0.006340191676392451	0.031070755193787426	0.02186427088367711	IL4R/PTGER4/CD86/IL6/IL18/ANXA1	6
GO:0048015	GO:0048015	phosphatidylinositol-mediated signaling	12/538	181/18670	0.006344877973061988	0.031070755193787426	0.02186427088367711	PLCG2/HCLS1/IER3/DCN/LYN/CSF1R/PTPN6/CCL5/FGR/IL18/TWIST1/ERBB3	12
GO:0048010	GO:0048010	vascular endothelial growth factor receptor signaling pathway	8/538	96/18670	0.0065194609068898405	0.03189249794992057	0.022442525454727476	NCF4/NCKAP1L/NCF2/CYBB/CYBA/IL1B/ITGA5/SULF1	8
GO:1901224	GO:1901224	positive regulation of NIK/NF-kappaB signaling	7/538	77/18670	0.006705026701262773	0.032766205250407694	0.023057347108457873	TLR2/CD14/TLR7/IL1B/IL18/TREM2/CHI3L1	7
GO:0051153	GO:0051153	regulation of striated muscle cell differentiation	9/538	117/18670	0.0067630282523442106	0.03301536406175504	0.023232678403444954	IL4R/CD53/HAMP/RGS2/EZH2/CXCL9/DKK1/FZD7/CXCL10	9
GO:0001771	GO:0001771	immunological synapse formation	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	DOCK2/PRF1/LGALS3	3
GO:0010755	GO:0010755	regulation of plasminogen activation	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	THBS1/ANXA2/SERPINE1	3
GO:0021781	GO:0021781	glial cell fate commitment	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	ASCL1/OLIG2/NKX2-2	3
GO:0051712	GO:0051712	positive regulation of killing of cells of other organism	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	CLEC7A/SYK/PRF1	3
GO:0098543	GO:0098543	detection of other organism	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	CLEC7A/TLR2/TLR1	3
GO:1900452	GO:1900452	regulation of long-term synaptic depression	3/538	14/18670	0.006832977829888019	0.03313421392365677	0.023316312211471176	LILRB2/ARC/MAPT	3
GO:0001933	GO:0001933	negative regulation of protein phosphorylation	22/538	429/18670	0.006836659948973804	0.03313421392365677	0.023316312211471176	PTPRC/GMFG/PYCARD/TNFAIP3/SAMSN1/LYN/PTPN6/IL1B/MVP/RGS2/DUSP1/PBK/CEBPA/GBP1/LIF/CAV1/SLIT2/DKK1/ATF3/PID1/TWIST1/IGFBP3	22
GO:0051154	GO:0051154	negative regulation of striated muscle cell differentiation	5/538	42/18670	0.006885973571594311	0.03329177987354053	0.023427190257042194	RGS2/EZH2/DKK1/FZD7/CXCL10	5
GO:0010518	GO:0010518	positive regulation of phospholipase activity	6/538	59/18670	0.006890393879479065	0.03329177987354053	0.023427190257042194	GNA15/C5AR1/CCL5/EDNRA/APOC2/PLA2G5	6
GO:0045824	GO:0045824	negative regulation of innate immune response	6/538	59/18670	0.006890393879479065	0.03329177987354053	0.023427190257042194	SLAMF8/TNFAIP3/LILRB1/VSIG4/SERPING1/A2M	6
GO:0015908	GO:0015908	fatty acid transport	8/538	97/18670	0.006931568718296663	0.033456371680311896	0.02354301234846025	SYK/THBS1/ACSL1/IL1B/PLA2G2A/CD36/ANXA1/PLA2G5	8
GO:0001822	GO:0001822	kidney development	16/538	278/18670	0.006999887891230201	0.03375150862308333	0.023750698129648636	DCN/ACTA2/SERPINF1/CTSH/FBN1/SULF1/ADAMTS1/MMP9/CENPF/SOX4/LIF/SDC1/SOX11/SLIT2/ASS1/SDC4	16
GO:0006720	GO:0006720	isoprenoid metabolic process	10/538	139/18670	0.007039441386155592	0.03389382540653819	0.023850845444554358	NPC2/CYP1B1/SCPEP1/SDC2/ALDH1A1/APOC2/SDC1/RARRES2/SDC4/ALDH1A3	10
GO:0009743	GO:0009743	response to carbohydrate	14/538	230/18670	0.007043808169909552	0.03389382540653819	0.023850845444554358	CLEC7A/TGFBR2/CYBA/THBS1/LYN/SERPINF1/COLEC12/ICAM1/IL1B/COL6A2/SLC2A5/PTGS2/SOX4/NKX2-2	14
GO:0032673	GO:0032673	regulation of interleukin-4 production	4/538	27/18670	0.007068698092223395	0.03397884905209734	0.023910675983156604	SYK/FCER1G/CD86/CEBPB	4
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	7/538	78/18670	0.007188216728853594	0.03451306493436743	0.024286599924736602	PTPRC/FCGR2B/TYROBP/LILRB1/IL7R/ICAM1/CXCL6	7
GO:0043547	GO:0043547	positive regulation of GTPase activity	21/538	405/18670	0.007200736743997267	0.03451306493436743	0.024286599924736602	NCKAP1L/DOCK2/GPR65/ARHGDIB/CCL2/RABGAP1L/CCL20/CCL5/RGS10/ICAM1/ARHGAP15/CCL18/RGS2/RGS1/ARHGAP29/CAV2/EZH2/ALDH1A1/CXCL13/CCL4/S100A10	21
GO:0048017	GO:0048017	inositol lipid-mediated signaling	12/538	184/18670	0.007201833779334639	0.03451306493436743	0.024286599924736602	PLCG2/HCLS1/IER3/DCN/LYN/CSF1R/PTPN6/CCL5/FGR/IL18/TWIST1/ERBB3	12
GO:0015718	GO:0015718	monocarboxylic acid transport	11/538	162/18670	0.0073843688395075595	0.03531610815379626	0.024851695763939217	SYK/AQP9/SLCO2B1/THBS1/ACSL1/IL1B/PLA2G2A/ABCC3/CD36/ANXA1/PLA2G5	11
GO:0001837	GO:0001837	epithelial to mesenchymal transition	10/538	140/18670	0.00739191808998923	0.03531610815379626	0.024851695763939217	DAB2/COL1A1/TGFBR2/S100A4/IL1B/IL6/SNAI2/EZH2/TWIST1/PDPN	10
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	10/538	140/18670	0.00739191808998923	0.03531610815379626	0.024851695763939217	PTPRC/CCR5/PLCG2/CYBA/LYN/PTPN6/CORO1A/CHD7/CXCL9/CXCL10	10
GO:0002294	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	6/538	60/18670	0.007474356800796566	0.03567375568412641	0.025103369803892387	IL4R/PTGER4/CD86/IL6/IL18/ANXA1	6
GO:0042088	GO:0042088	T-helper 1 type immune response	5/538	43/18670	0.007611520763362354	0.036254875214962796	0.02551229951154695	IL1R1/IL4R/IL1B/IL18/ANXA1	5
GO:0050850	GO:0050850	positive regulation of calcium-mediated signaling	5/538	43/18670	0.007611520763362354	0.036254875214962796	0.02551229951154695	SYK/CD4/TREM2/CCL4/ERBB3	5
GO:0021675	GO:0021675	nerve development	7/538	79/18670	0.0076967223412501475	0.036586641755477975	0.0257457612818426	MAFB/TCIRG1/SULF1/CHD7/VCAM1/NKX2-2/ERBB3	7
GO:0055072	GO:0055072	iron ion homeostasis	7/538	79/18670	0.0076967223412501475	0.036586641755477975	0.0257457612818426	HAMP/HMOX1/HEPH/LTF/CP/STEAP3/STEAP1	7
GO:0071214	GO:0071214	cellular response to abiotic stimulus	18/538	331/18670	0.007765476629634193	0.03683904538211544	0.02592337593042145	PTGER4/COL1A1/TLR5/CYBA/TLR7/HAMP/ASCL1/CASP1/FAS/IL1B/PTGS2/KCNJ2/MYLK/CRIP1/SNAI2/PBK/MMP7/BLM	18
GO:0104004	GO:0104004	cellular response to environmental stimulus	18/538	331/18670	0.007765476629634193	0.03683904538211544	0.02592337593042145	PTGER4/COL1A1/TLR5/CYBA/TLR7/HAMP/ASCL1/CASP1/FAS/IL1B/PTGS2/KCNJ2/MYLK/CRIP1/SNAI2/PBK/MMP7/BLM	18
GO:0006721	GO:0006721	terpenoid metabolic process	9/538	120/18670	0.007943262672637726	0.037568838329078535	0.0264369260704769	CYP1B1/SCPEP1/SDC2/ALDH1A1/APOC2/SDC1/RARRES2/SDC4/ALDH1A3	9
GO:0017015	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	9/538	120/18670	0.007943262672637726	0.037568838329078535	0.0264369260704769	DAB2/TGFBR2/THBS1/ASPN/FBN1/LOX/CAV2/SOX11/CAV1	9
GO:0022612	GO:0022612	gland morphogenesis	9/538	120/18670	0.007943262672637726	0.037568838329078535	0.0264369260704769	TNFAIP3/CEBPB/TGFBR2/CSF1R/SULF1/CRIP1/SNAI2/SEMA3C/CAV1	9
GO:0002691	GO:0002691	regulation of cellular extravasation	4/538	28/18670	0.008062364944189548	0.03793484119123597	0.026694479698398096	IL1R1/PTGER4/CXCL12/ICAM1	4
GO:0034368	GO:0034368	protein-lipid complex remodeling	4/538	28/18670	0.008062364944189548	0.03793484119123597	0.026694479698398096	PLA2G2A/APOC1/PLTP/APOC2	4
GO:0034369	GO:0034369	plasma lipoprotein particle remodeling	4/538	28/18670	0.008062364944189548	0.03793484119123597	0.026694479698398096	PLA2G2A/APOC1/PLTP/APOC2	4
GO:0045577	GO:0045577	regulation of B cell differentiation	4/538	28/18670	0.008062364944189548	0.03793484119123597	0.026694479698398096	SYK/SLAMF8/NCKAP1L/PTPN6	4
GO:1990776	GO:1990776	response to angiotensin	4/538	28/18670	0.008062364944189548	0.03793484119123597	0.026694479698398096	CYBB/CYBA/PTGS2/CAV1	4
GO:0002287	GO:0002287	alpha-beta T cell activation involved in immune response	6/538	61/18670	0.008093196038249238	0.03793484119123597	0.026694479698398096	IL4R/PTGER4/CD86/IL6/IL18/ANXA1	6
GO:0002293	GO:0002293	alpha-beta T cell differentiation involved in immune response	6/538	61/18670	0.008093196038249238	0.03793484119123597	0.026694479698398096	IL4R/PTGER4/CD86/IL6/IL18/ANXA1	6
GO:0003170	GO:0003170	heart valve development	6/538	61/18670	0.008093196038249238	0.03793484119123597	0.026694479698398096	TNFRSF1B/TGFBR2/SNAI2/SOX4/SLIT2/TWIST1	6
GO:0050701	GO:0050701	interleukin-1 secretion	6/538	61/18670	0.008093196038249238	0.03793484119123597	0.026694479698398096	PYCARD/TNFAIP3/SERPINB1/CASP1/CD36/IL1R2	6
GO:0032409	GO:0032409	regulation of transporter activity	16/538	283/18670	0.008239706096514426	0.03858314118427551	0.02715068382260737	CTSS/PLCG2/CCL2/STOM/FXYD5/TREM2/NLGN3/ARC/MMP9/CAV1/GRIA3/FXYD6/NLGN1/GRIA2/SLN/TWIST1	16
GO:0034446	GO:0034446	substrate adhesion-dependent cell spreading	8/538	100/18670	0.008286371459252585	0.038763085573799864	0.02727730941802724	FN1/POSTN/CSPG5/LAMB1/GBP1/S100A10/FZD7/PDPN	8
GO:0006000	GO:0006000	fructose metabolic process	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	FBP1/ALDH1A1/ALDOC	3
GO:0006491	GO:0006491	N-glycan processing	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	MGAT4A/MAN2A1/MAN1C1	3
GO:0032645	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	SYK/IL1B/IL18	3
GO:0042362	GO:0042362	fat-soluble vitamin biosynthetic process	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	IL1B/SNAI2/PLTP	3
GO:0043584	GO:0043584	nose development	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	ASCL1/CHD7/ALDH1A3	3
GO:0044406	GO:0044406	adhesion of symbiont to host	3/538	15/18670	0.008360573599189429	0.038778700307634854	0.027288297395893096	ICAM1/LTF/LRRC15	3
GO:0001704	GO:0001704	formation of primary germ layer	9/538	121/18670	0.008369597298962448	0.038778700307634854	0.027288297395893096	ITGB2/COL5A1/FN1/COL5A2/ITGA5/LAMB1/MMP9/DKK1/FZD7	9
GO:0048675	GO:0048675	axon extension	9/538	121/18670	0.008369597298962448	0.038778700307634854	0.027288297395893096	FN1/CXCL12/DSCAM/MAP2/NLGN3/MAPT/LHX2/SEMA3C/SLIT2	9
GO:0003416	GO:0003416	endochondral bone growth	5/538	44/18670	0.00838859262923338	0.038778700307634854	0.027288297395893096	COL6A3/TGFBR2/BNC2/COL6A2/ANXA2	5
GO:0014003	GO:0014003	oligodendrocyte development	5/538	44/18670	0.00838859262923338	0.038778700307634854	0.027288297395893096	TLR2/LYN/ASCL1/SOX11/NKX2-2	5
GO:0070266	GO:0070266	necroptotic process	5/538	44/18670	0.00838859262923338	0.038778700307634854	0.027288297395893096	CD14/LY96/BIRC3/FAS/CAV1	5
GO:0090382	GO:0090382	phagosome maturation	5/538	44/18670	0.00838859262923338	0.038778700307634854	0.027288297395893096	SLAMF8/TCIRG1/CORO1A/RAB32/ATP6V1G2	5
GO:0060560	GO:0060560	developmental growth involved in morphogenesis	14/538	235/18670	0.00843922516377105	0.03897447852866198	0.0274260651466595	TGFBR2/FN1/CXCL12/CXCR4/DSCAM/MAP2/POSTN/NLGN3/MAPT/LHX2/SEMA3C/WASF1/SLIT2/SPP1	14
GO:0035296	GO:0035296	regulation of tube diameter	10/538	143/18670	0.008531564040253669	0.039285264553262	0.027644763076154127	SCPEP1/ACTA2/ICAM1/HMOX1/SOD2/RGS2/EDNRA/PTGS2/KCNMB1/CAV1	10
GO:0050880	GO:0050880	regulation of blood vessel size	10/538	143/18670	0.008531564040253669	0.039285264553262	0.027644763076154127	SCPEP1/ACTA2/ICAM1/HMOX1/SOD2/RGS2/EDNRA/PTGS2/KCNMB1/CAV1	10
GO:0097746	GO:0097746	regulation of blood vessel diameter	10/538	143/18670	0.008531564040253669	0.039285264553262	0.027644763076154127	SCPEP1/ACTA2/ICAM1/HMOX1/SOD2/RGS2/EDNRA/PTGS2/KCNMB1/CAV1	10
GO:0032412	GO:0032412	regulation of ion transmembrane transporter activity	15/538	260/18670	0.008670894477592343	0.03988780978646096	0.028068769899167064	CTSS/PLCG2/CCL2/STOM/FXYD5/TREM2/NLGN3/ARC/MMP9/CAV1/GRIA3/FXYD6/NLGN1/GRIA2/SLN	15
GO:0007585	GO:0007585	respiratory gaseous exchange	6/538	62/18670	0.008748017601760517	0.04020329182996581	0.028290772383982924	CSF2RB/MAFB/NLGN3/MAN2A1/EDNRA/NLGN1	6
GO:0031532	GO:0031532	actin cytoskeleton reorganization	8/538	101/18670	0.00877930890833511	0.040229238288826706	0.02830903072374546	GMFG/HCK/GPR65/ARHGDIB/HCLS1/PLEK/CSF1R/ANXA1	8
GO:0046545	GO:0046545	development of primary female sexual characteristics	8/538	101/18670	0.00877930890833511	0.040229238288826706	0.02830903072374546	CEBPB/LHFPL2/ICAM1/ADAMTS1/NUPR1/PTX3/COL9A3/SLIT2	8
GO:0097006	GO:0097006	regulation of plasma lipoprotein particle levels	8/538	101/18670	0.00877930890833511	0.040229238288826706	0.02830903072374546	NPC2/HMOX1/PLA2G2A/ANXA2/APOC1/PLTP/CD36/APOC2	8
GO:0090288	GO:0090288	negative regulation of cellular response to growth factor stimulus	11/538	166/18670	0.00879841455627115	0.04027756702510898	0.028343039313976078	TGFBR2/THBS1/DCN/ASPN/FBN1/SULF1/CAV2/CXCL13/CAV1/SLIT2/DKK1	11
GO:1903844	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	9/538	122/18670	0.008813095455689143	0.04030556580609631	0.028362741858317265	DAB2/TGFBR2/THBS1/ASPN/FBN1/LOX/CAV2/SOX11/CAV1	9
GO:0043687	GO:0043687	post-translational protein modification	19/538	361/18670	0.00884963077528175	0.040433361581044575	0.02845267084214245	SERPINA1/FN1/MGAT4A/UBD/FBN1/SDC2/C3/IGFBP4/PRSS23/MXRA8/TIMP1/IL6/FSTL1/CP/LAMB1/SCG3/DTL/SPP1/IGFBP3	19
GO:0035150	GO:0035150	regulation of tube size	10/538	144/18670	0.008939956306918424	0.04072742921622275	0.028659604159133198	SCPEP1/ACTA2/ICAM1/HMOX1/SOD2/RGS2/EDNRA/PTGS2/KCNMB1/CAV1	10
GO:0060041	GO:0060041	retina development in camera-type eye	10/538	144/18670	0.008939956306918424	0.04072742921622275	0.028659604159133198	CYP1B1/TCIRG1/SERPINF1/DSCAM/CHD7/MAN2A1/COL4A1/LHX2/DCX/TSPAN12	10
GO:1904064	GO:1904064	positive regulation of cation transmembrane transport	10/538	144/18670	0.008939956306918424	0.04072742921622275	0.028659604159133198	CTSS/PLCG2/CCL2/TREM2/NLGN3/ARC/KCNJ2/KCNMB1/CXCL9/CXCL10	10
GO:0006929	GO:0006929	substrate-dependent cell migration	4/538	29/18670	0.009143392606353	0.041573725222702626	0.0292551366789591	PTPRC/FN1/SNAI2/SLIT2	4
GO:0034367	GO:0034367	protein-containing complex remodeling	4/538	29/18670	0.009143392606353	0.041573725222702626	0.0292551366789591	PLA2G2A/APOC1/PLTP/APOC2	4
GO:0032309	GO:0032309	icosanoid secretion	5/538	45/18670	0.009218911398487347	0.041795950906822206	0.02941151532262569	SYK/IL1B/PLA2G2A/ANXA1/PLA2G5	5
GO:1900271	GO:1900271	regulation of long-term synaptic potentiation	5/538	45/18670	0.009218911398487347	0.041795950906822206	0.02941151532262569	LILRB2/TYROBP/NLGN3/ARC/CX3CR1	5
GO:1902743	GO:1902743	regulation of lamellipodium organization	5/538	45/18670	0.009218911398487347	0.041795950906822206	0.02941151532262569	RAC2/ENPP2/CD44/SLIT2/PDPN	5
GO:0015850	GO:0015850	organic hydroxy compound transport	15/538	262/18670	0.009265693836409397	0.04196566369176178	0.029530941010195842	SYK/FCER1G/NPC2/AQP9/LILRB1/SLCO2B1/CXCL12/ANXA2/ABCC3/APOC1/PLTP/CD36/APOC2/CAV1/SPP1	15
GO:0002062	GO:0002062	chondrocyte differentiation	9/538	123/18670	0.009274179821383817	0.04196566369176178	0.029530941010195842	COL6A3/TGFBI/TGFBR2/SCIN/COL6A2/SULF1/ANXA2/SNAI2/EFEMP1	9
GO:0098869	GO:0098869	cellular oxidant detoxification	8/538	102/18670	0.009293837219100081	0.04201421513264648	0.02956510631608156	S100A9/ALOX5AP/HP/MGST2/SOD2/PTGS2/CD36/FBLN5	8
GO:0051279	GO:0051279	regulation of release of sequestered calcium ion into cytosol	7/538	82/18670	0.009381737778834014	0.0423708809857897	0.029816089556734836	CYBA/LYN/PTPN6/CORO1A/CHD7/CXCL9/CXCL10	7
GO:0033002	GO:0033002	muscle cell proliferation	14/538	239/18670	0.00970592931069991	0.04379300415738617	0.03081682758385419	AIF1/TNFAIP3/TGFBR2/CYBA/THBS1/CCL5/HMOX1/SOD2/IL6/IL18/ADAMTS1/PTGS2/MMP9/IGFBP3	14
GO:0042542	GO:0042542	response to hydrogen peroxide	10/538	146/18670	0.009801508181012686	0.044139614832388235	0.031060735066699482	TNFAIP3/COL1A1/CYP1B1/HP/HMOX1/IL6/DUSP1/EZH2/SDC1/ANXA1	10
GO:0045834	GO:0045834	positive regulation of lipid metabolic process	10/538	146/18670	0.009801508181012686	0.044139614832388235	0.031060735066699482	LYN/IL1B/CD74/FGR/APOC1/PTGS2/APOC2/ANXA1/EEF1A2/TWIST1	10
GO:0006869	GO:0006869	lipid transport	19/538	365/18670	0.009878156405109901	0.04444226007882141	0.03127370438812092	SYK/NPC2/AQP9/SLCO2B1/THBS1/ACSL1/IL1B/PLA2G2A/ANXA2/ABCC3/APOC1/PLTP/CD36/APOC2/ANXA1/CAV1/SPP1/ABCA8/PLA2G5	19
GO:0043010	GO:0043010	camera-type eye development	17/538	314/18670	0.00991276387754843	0.044555364668331335	0.031353295288561164	CYP1B1/TGFBR2/TCIRG1/SERPINF1/FBN1/COL8A2/DSCAM/CHD7/MAN2A1/COL4A1/EFEMP1/SOX11/LHX2/DCX/ALDH1A3/TWIST1/TSPAN12	17
GO:0043112	GO:0043112	receptor metabolic process	12/538	192/18670	0.009936084744515093	0.044617571381381706	0.03139706971298161	SYK/ITGB2/FCER1G/PLCG2/LILRB1/ANXA2/ARC/CD36/CAV1/DKK1/SFRP4/LRRTM2	12
GO:0051100	GO:0051100	negative regulation of binding	11/538	169/18670	0.0099899078796358	0.04467654997519486	0.03143857253270473	DAB2/GZMA/HMOX1/MAP2/SLPI/CRMP1/SOX11/LHX2/CAV1/DKK1/SLN	11
GO:0006837	GO:0006837	serotonin transport	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	SYK/FCER1G/LILRB1	3
GO:0007158	GO:0007158	neuron cell-cell adhesion	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	NLGN3/NLGN1/ASTN1	3
GO:0032604	GO:0032604	granulocyte macrophage colony-stimulating factor production	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	SYK/IL1B/IL18	3
GO:0032695	GO:0032695	negative regulation of interleukin-12 production	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	LILRB1/THBS1/ACP5	3
GO:0033631	GO:0033631	cell-cell adhesion mediated by integrin	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	CCL5/ITGA5/CXCL13	3
GO:0043031	GO:0043031	negative regulation of macrophage activation	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	PTPRC/FCGR2B/VSIG4	3
GO:0043217	GO:0043217	myelin maintenance	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	CXCR4/NDRG1/EPB41L3	3
GO:0050711	GO:0050711	negative regulation of interleukin-1 secretion	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	TNFAIP3/SERPINB1/IL1R2	3
GO:0051447	GO:0051447	negative regulation of meiotic cell cycle	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	DUSP1/LIF/TTK	3
GO:0097067	GO:0097067	cellular response to thyroid hormone stimulus	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	CTSS/CTSB/CTSH	3
GO:1900451	GO:1900451	positive regulation of glutamate receptor signaling pathway	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	CCL2/NLGN3/ARC	3
GO:2001170	GO:2001170	negative regulation of ATP biosynthetic process	3/538	16/18670	0.010072634832911547	0.04467654997519486	0.03143857253270473	FBP1/NUPR1/PID1	3
