	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0033162	GO:0033162	melanosome membrane	3/554	14/19717	0.006372836403566307	0.03303619790814258	0.025290869211975184	GPNMB/RAB27A/RAB32	3
GO:0045009	GO:0045009	chitosome	3/554	14/19717	0.006372836403566307	0.03303619790814258	0.025290869211975184	GPNMB/RAB27A/RAB32	3
GO:0061702	GO:0061702	inflammasome complex	3/554	14/19717	0.006372836403566307	0.03303619790814258	0.025290869211975184	PYCARD/CASP1/CASP4	3
GO:0090741	GO:0090741	pigment granule membrane	3/554	14/19717	0.006372836403566307	0.03303619790814258	0.025290869211975184	GPNMB/RAB27A/RAB32	3
GO:0043025	GO:0043025	neuronal cell body	24/554	497/19717	0.007421326900008576	0.03803430036254395	0.029117167741660448	AIF1/PYCARD/TNFRSF1B/CYBB/CYBA/SERPINF1/ASCL1/RGS10/SEZ6L/DSCAM/MAP2/CKB/SYNPO/ARC/KCNJ2/MAPT/KCND2/TPX2/EEF1A2/ASS1/ASTN1/KIF5C/CX3CR1/STMN2	24
GO:0071437	GO:0071437	invadopodium	3/554	16/19717	0.009404219737266007	0.047498737236801966	0.03636266965496801	PLAUR/FAP/PDPN	3
GO:0001726	GO:0001726	ruffle	11/554	172/19717	0.009499513907534635	0.047498737236801966	0.03636266965496801	AIF1/PLEK/SAMSN1/S100A11/LCP1/FAP/ITGA5/CAPG/FGR/ANXA2/PDPN	11
GO:0019898	GO:0019898	extrinsic component of membrane	16/554	295/19717	0.009584002413634099	0.047498737236801966	0.03636266965496801	HCK/GNA15/PLAUR/LYN/FGR/GNG4/ANXA2/RGS1/WIPI1/CAV2/SNX10/ANXA1/S100A10/CDH10/KCNIP1/SNAP91	16
GO:0008305	GO:0008305	integrin complex	4/554	31/19717	0.010630068388588786	0.052110443948408074	0.039893162831317185	ITGB2/LYN/ITGA5/ITGBL1	4
GO:0005875	GO:0005875	microtubule associated complex	10/554	152/19717	0.010863834507390022	0.052683756589601075	0.04033206246093862	MAP2/KIF15/KIF2C/DYNLT3/CLIP2/BIRC5/KIF11/DCX/KIF21B/KIF5C	10
GO:0001725	GO:0001725	stress fiber	6/554	67/19717	0.011238145609486848	0.05335161757766914	0.04084334360012949	CYBA/LCP1/MYL9/SYNPO/PDLIM1/MYLK	6
GO:0097517	GO:0097517	contractile actin filament bundle	6/554	67/19717	0.011238145609486848	0.05335161757766914	0.04084334360012949	CYBA/LCP1/MYL9/SYNPO/PDLIM1/MYLK	6
GO:0072686	GO:0072686	mitotic spindle	8/554	109/19717	0.01179302728866598	0.05540265944987872	0.042413519196079406	CAPG/GPSM2/DYNLT3/TPX2/NUSAP1/ASPM/CDC7/KIF11	8
GO:0005798	GO:0005798	Golgi-associated vesicle	11/554	178/19717	0.012076794522927505	0.056150869379796964	0.04298631148692591	CTSC/SERPINA1/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/COPZ2/HLA-DPA1/CD74/CSPG5/HLA-DQA1	11
GO:0005771	GO:0005771	multivesicular body	5/554	51/19717	0.01395742883800702	0.06423265720348129	0.04917332608878951	CTSH/CD74/RAB27A/STEAP3/BST2	5
GO:0098636	GO:0098636	protein complex involved in cell adhesion	4/554	34/19717	0.014669117132111146	0.06626835462615062	0.05073175473772297	ITGB2/LYN/ITGA5/ITGBL1	4
GO:0098982	GO:0098982	GABA-ergic synapse	6/554	71/19717	0.014693648475864882	0.06626835462615062	0.05073175473772297	NLGN3/CSPG5/KCND2/GABBR1/CDH10/LRRTM2	6
GO:0005802	GO:0005802	trans-Golgi network	13/554	236/19717	0.016404510143120887	0.07325182252027249	0.05607795025475405	TGFBI/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/POSTN/WIPI1/BACE2/RAB32/CLIP3/HLA-DQA1	13
GO:0032587	GO:0032587	ruffle membrane	7/554	94/19717	0.01668375785402925	0.07376838031536463	0.056473401198365275	AIF1/PLEK/LCP1/FAP/ITGA5/FGR/PDPN	7
GO:0005913	GO:0005913	cell-cell adherens junction	8/554	117/19717	0.01746932593766682	0.07649190289211394	0.05855839455855613	LYN/S100A11/CRB1/ANXA2/PDLIM1/NDRG1/ANXA1/CDH10	8
GO:0005871	GO:0005871	kinesin complex	5/554	55/19717	0.01887774920697292	0.08186408550331527	0.06267107024177246	KIF15/KIF2C/KIF11/KIF21B/KIF5C	5
GO:0005911	GO:0005911	cell-cell junction	21/554	459/19717	0.020270224049571958	0.08706543853673288	0.06665296730084815	LCP2/CD53/LYN/PTPN6/HAMP/S100A11/CD2/ITGA5/CORO1A/MXRA8/CRB1/SYNPO/ANXA2/PDLIM1/KCNJ2/NDRG1/ANXA1/EPB41L3/CDH10/STEAP1/PERP	21
GO:0005769	GO:0005769	early endosome	17/554	350/19717	0.020906567594164392	0.0889515281600768	0.0680968636632167	VAMP8/FCGR1A/CD4/RABGAP1L/GPNMB/CORO1A/CXCR4/ANXA2/RFTN1/ARC/RAB32/VCAM1/APOC2/ANXA1/CAV1/DKK1/CLIP3	17
GO:0031256	GO:0031256	leading edge membrane	10/554	170/19717	0.022127952760403934	0.09326828686861846	0.07140155932525816	AIF1/PLEK/LCP1/FAP/ITGA5/FGR/MAPT/CD44/EPB41L3/PDPN	10
GO:0031258	GO:0031258	lamellipodium membrane	3/554	22/19717	0.0228399838690727	0.09450305252249347	0.07234683446698065	FAP/CD44/PDPN	3
GO:0042629	GO:0042629	mast cell granule	3/554	22/19717	0.0228399838690727	0.09450305252249347	0.07234683446698065	SRGN/LYN/ANXA1	3
GO:0042641	GO:0042641	actomyosin	6/554	79/19717	0.023688394328301568	0.09712241674603642	0.07435208937495613	CYBA/LCP1/MYL9/SYNPO/PDLIM1/MYLK	6
GO:0045177	GO:0045177	apical part of cell	18/554	384/19717	0.0244167291760867	0.09920671043617207	0.07594772090807432	C5AR1/CYBA/TCIRG1/FN1/HAMP/FAP/SLC2A5/RAB27A/CRB1/VCAM1/CD36/ASPM/SNX10/ANXA1/CD44/BST2/PDPN/ERBB3	18
GO:0005876	GO:0005876	spindle microtubule	5/554	59/19717	0.024819830696374556	0.09987363964876124	0.0764582887263244	DYNLT3/NUSAP1/PRC1/BIRC5/KIF11	5
GO:0005901	GO:0005901	caveola	6/554	80/19717	0.025023772240155253	0.09987363964876124	0.0764582887263244	HCK/TGFBR2/HMOX1/PTGS2/CAV2/CAV1	6
GO:0005938	GO:0005938	cell cortex	15/554	308/19717	0.0282582953691069	0.11179378255672993	0.08558375698122866	GMFG/HCLS1/BIN2/HAMP/TNFAIP2/SCIN/GYPC/GAD1/CORO1A/CD302/ANXA2/GPSM2/ARC/RND3/CAV1	15
GO:0031313	GO:0031313	extrinsic component of endosome membrane	2/554	10/19717	0.03053992609223771	0.11976962319651484	0.09168966369111187	SNX10/ANXA1	2
GO:0098858	GO:0098858	actin-based cell projection	11/554	208/19717	0.033556880434647024	0.13046683686229144	0.09987891817208915	ACTA2/LCP1/CRB1/MAP2/CD302/ACTG2/VCAM1/TTYH1/CD44/NLGN1/PDPN	11
GO:0034364	GO:0034364	high-density lipoprotein particle	3/554	26/19717	0.03551858781454146	0.13598530659890784	0.10410358399916392	APOC1/PLTP/APOC2	3
GO:0031902	GO:0031902	late endosome membrane	8/554	134/19717	0.035579304165567906	0.13598530659890784	0.10410358399916392	VAMP8/HLA-DMA/HLA-DMB/HLA-DRA/HLA-DRB1/RAB27A/ANXA2/IFITM3	8
GO:0032009	GO:0032009	early phagosome	2/554	12/19717	0.04316845070886903	0.16224142724749943	0.12420396344306178	SYK/TLR7	2
GO:0089717	GO:0089717	spanning component of membrane	2/554	12/19717	0.04316845070886903	0.16224142724749943	0.12420396344306178	NLGN3/NLGN1	2
GO:1990752	GO:1990752	microtubule end	3/554	29/19717	0.046949553143723975	0.17411136019763973	0.13329099345273857	KIF2C/CLIP2/ASPM	3
GO:0099055	GO:0099055	integral component of postsynaptic membrane	7/554	117/19717	0.04709886018650121	0.17411136019763973	0.13329099345273857	NLGN3/CSPG5/KCND2/FXYD6/CDH10/NLGN1/LRRTM2	7
GO:0043197	GO:0043197	dendritic spine	9/554	169/19717	0.049582600341525854	0.18180286791892813	0.13917922902884453	FCGR2B/RGS10/SYNPO/ARC/KCNJ2/MAPT/KCND2/NLGN1/GRIA2	9
GO:0042627	GO:0042627	chylomicron	2/554	13/19717	0.050087644328808016	0.1821736096152614	0.13946305042316665	APOC1/APOC2	2
GO:0030133	GO:0030133	transport vesicle	17/554	392/19717	0.052040417421055536	0.1877618260551684	0.1437411108556313	HCK/HLA-DPB1/HLA-DQB1/HLA-DRA/SYNGR2/HLA-DRB1/COPZ2/HLA-DPA1/CD74/RAB27A/CD55/CRISPLD2/CAV2/SCG3/HLA-DQA1/SNAP91/TRIM9	17
GO:0044309	GO:0044309	neuron spine	9/554	171/19717	0.05268294950371844	0.18857150973156364	0.1443609643877999	FCGR2B/RGS10/SYNPO/ARC/KCNJ2/MAPT/KCND2/NLGN1/GRIA2	9
GO:0098936	GO:0098936	intrinsic component of postsynaptic membrane	7/554	122/19717	0.05662163379006879	0.20058468207756927	0.1535576513512492	NLGN3/CSPG5/KCND2/FXYD6/CDH10/NLGN1/LRRTM2	7
GO:0005767	GO:0005767	secondary lysosome	2/554	14/19717	0.05737344564968168	0.20058468207756927	0.1535576513512492	NCF4/NCF2	2
GO:0030673	GO:0030673	axolemma	2/554	14/19717	0.05737344564968168	0.20058468207756927	0.1535576513512492	MAPT/EPB41L3	2
GO:0031901	GO:0031901	early endosome membrane	8/554	149/19717	0.05958925930537373	0.2064243926929074	0.1580282432098813	VAMP8/FCGR1A/GPNMB/ARC/ANXA1/CAV1/DKK1/CLIP3	8
GO:0032839	GO:0032839	dendrite cytoplasm	3/554	32/19717	0.05995919166911501	0.2064243926929074	0.1580282432098813	MAP2/WASF1/KIF5C	3
GO:0030427	GO:0030427	site of polarized growth	9/554	176/19717	0.060979518721521374	0.208346688965198	0.15949985758101284	HCLS1/DSCAM/MAP2/MAPT/APBB2/STMN4/KIF21B/KIF5C/STMN2	9
GO:0045120	GO:0045120	pronucleus	2/554	15/19717	0.06499987245444273	0.22041310133047876	0.16873730245395502	CENPF/EZH2	2
GO:0005819	GO:0005819	spindle	15/554	347/19717	0.0665059023065968	0.22383702940503847	0.17135849141055579	CAPG/KIF15/GPSM2/CENPF/DYNLT3/TPX2/NUSAP1/CRMP1/PRC1/ASPM/BIRC5/CDC7/KIF11/CDC20/TTK	15
GO:0045211	GO:0045211	postsynaptic membrane	14/554	323/19717	0.07314509240231659	0.24435879017366505	0.18706893027649002	SYNPO/NLGN3/CSPG5/ARC/KCTD12/KCND2/GABBR1/GRIA3/FXYD6/CDH10/NLGN1/GRIA2/LRRTM2/FABP5	14
GO:0005874	GO:0005874	microtubule	17/554	416/19717	0.08005952432565845	0.2633854892165131	0.20163482428058424	FSD1/MAP2/KIF15/KIF2C/MAPT/DYNLT3/TPX2/NUSAP1/NDRG1/PRC1/CLIP2/ASPM/BIRC5/KIF11/DCX/KIF21B/KIF5C	17
GO:0016471	GO:0016471	vacuolar proton-transporting V-type ATPase complex	2/554	17/19717	0.081176458982473	0.2633854892165131	0.20163482428058424	TCIRG1/ATP6V1G2	2
GO:0031092	GO:0031092	platelet alpha granule membrane	2/554	17/19717	0.081176458982473	0.2633854892165131	0.20163482428058424	LHFPL2/CD36	2
GO:0060077	GO:0060077	inhibitory synapse	2/554	17/19717	0.081176458982473	0.2633854892165131	0.20163482428058424	GAD1/NLGN3	2
GO:0005902	GO:0005902	microvillus	5/554	83/19717	0.08426643425574346	0.269668441454826	0.20644473986972328	CRB1/CD302/VCAM1/CD44/PDPN	5
GO:0034358	GO:0034358	plasma lipoprotein particle	3/554	37/19717	0.08490669331837093	0.269668441454826	0.20644473986972328	APOC1/PLTP/APOC2	3
GO:1990777	GO:1990777	lipoprotein particle	3/554	37/19717	0.08490669331837093	0.269668441454826	0.20644473986972328	APOC1/PLTP/APOC2	3
GO:0031527	GO:0031527	filopodium membrane	2/554	18/19717	0.08968030673987128	0.2808737384700135	0.21502295768039315	TTYH1/PDPN	2
GO:0032433	GO:0032433	filopodium tip	2/554	18/19717	0.08968030673987128	0.2808737384700135	0.21502295768039315	TTYH1/NLGN1	2
GO:0032994	GO:0032994	protein-lipid complex	3/554	39/19717	0.09593630382534016	0.29839498638088563	0.2284363532102474	APOC1/PLTP/APOC2	3
GO:0008076	GO:0008076	voltage-gated potassium channel complex	5/554	87/19717	0.0982019305670632	0.2999517843212492	0.22962816024593247	KCNJ2/KCNMB1/KCND2/DPP6/KCNIP1	5
GO:0031362	GO:0031362	anchored component of external side of plasma membrane	2/554	19/19717	0.09843207112981127	0.2999517843212492	0.22962816024593247	CD14/FOLR2	2
GO:0043034	GO:0043034	costamere	2/554	19/19717	0.09843207112981127	0.2999517843212492	0.22962816024593247	AHNAK2/SDC4	2
GO:0097060	GO:0097060	synaptic membrane	17/554	432/19717	0.10340985702990518	0.31300567463414253	0.2396215690979082	SRPX2/SYNPO/NLGN3/CSPG5/ARC/KCTD12/KCND2/GABBR1/ANXA1/GRIA3/FXYD6/CDH10/NLGN1/GRIA2/LRRTM2/SNAP91/FABP5	17
GO:0034361	GO:0034361	very-low-density lipoprotein particle	2/554	20/19717	0.10741116753888272	0.3166172324185367	0.24238639802376014	APOC1/APOC2	2
GO:0034385	GO:0034385	triglyceride-rich plasma lipoprotein particle	2/554	20/19717	0.10741116753888272	0.3166172324185367	0.24238639802376014	APOC1/APOC2	2
GO:0035371	GO:0035371	microtubule plus-end	2/554	20/19717	0.10741116753888272	0.3166172324185367	0.24238639802376014	KIF2C/CLIP2	2
GO:0071682	GO:0071682	endocytic vesicle lumen	2/554	20/19717	0.10741116753888272	0.3166172324185367	0.24238639802376014	HP/LTF	2
GO:0031253	GO:0031253	cell projection membrane	14/554	345/19717	0.1091875533619844	0.3196020795364673	0.2446714484489702	AIF1/PLAUR/PLEK/LCP1/FAP/ITGA5/MXRA8/FGR/MAPT/CD36/TTYH1/CD44/EPB41L3/PDPN	14
GO:0030426	GO:0030426	growth cone	8/554	171/19717	0.10984106946375262	0.3196020795364673	0.2446714484489702	DSCAM/MAP2/MAPT/APBB2/STMN4/KIF21B/KIF5C/STMN2	8
GO:0016324	GO:0016324	apical plasma membrane	13/554	318/19717	0.11465253897910878	0.3314634299972952	0.2537519081319007	CYBA/TCIRG1/FN1/SLC2A5/RAB27A/CRB1/CD36/ASPM/ANXA1/CD44/BST2/PDPN/ERBB3	13
GO:0000779	GO:0000779	condensed chromosome, centromeric region	6/554	118/19717	0.11544733442020116	0.3316353364554823	0.2538835111620918	CEBPB/KIF2C/CENPF/DYNLT3/NCAPG/BIRC5	6
GO:0005680	GO:0005680	anaphase-promoting complex	2/554	21/19717	0.11659796866818506	0.3328207839832371	0.2547910308005643	UBE2C/CDC20	2
GO:0044304	GO:0044304	main axon	4/554	68/19717	0.12409088032243493	0.351981050474328	0.26945917739661474	TNFRSF1B/MAP2/MAPT/EPB41L3	4
GO:0097038	GO:0097038	perinuclear endoplasmic reticulum	2/554	22/19717	0.12597376714809624	0.3550885561486963	0.2718381291090498	CYBB/CYBA	2
GO:0030176	GO:0030176	integral component of endoplasmic reticulum membrane	7/554	150/19717	0.1304734622155745	0.365487773038659	0.2797992520870117	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	7
GO:0030658	GO:0030658	transport vesicle membrane	9/554	208/19717	0.13295883259501853	0.3691949293155279	0.28263726646164816	HLA-DPB1/HLA-DQB1/HLA-DRA/SYNGR2/HLA-DRB1/HLA-DPA1/CD74/SCG3/HLA-DQA1	9
GO:0034705	GO:0034705	potassium channel complex	5/554	96/19717	0.13343408753532382	0.3691949293155279	0.28263726646164816	KCNJ2/KCNMB1/KCND2/DPP6/KCNIP1	5
GO:0002080	GO:0002080	acrosomal membrane	2/554	23/19717	0.135520739492106	0.3726820336032915	0.2853068199833811	CAV2/CAV1	2
GO:0099699	GO:0099699	integral component of synaptic membrane	7/554	152/19717	0.13703356198406094	0.37455840275643326	0.28674327483746087	NLGN3/CSPG5/KCND2/FXYD6/CDH10/NLGN1/LRRTM2	7
GO:0033116	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	4/554	71/19717	0.13901850903087756	0.37769486489714327	0.2891443941796312	CTSC/SERPINA1/COPZ2/CD55	4
GO:0005793	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	6/554	126/19717	0.14429638852338497	0.38968665403620734	0.2983247112238908	CTSC/SERPINA1/FN1/ANPEP/COPZ2/CD55	6
GO:0031233	GO:0031233	intrinsic component of external side of plasma membrane	2/554	24/19717	0.14522191134418794	0.3898516786680283	0.29845104587026094	CD14/FOLR2	2
GO:0099060	GO:0099060	integral component of postsynaptic specialization membrane	4/554	74/19717	0.15462306692157488	0.4115615108047194	0.3150710130562446	KCND2/CDH10/NLGN1/LRRTM2	4
GO:0099634	GO:0099634	postsynaptic specialization membrane	5/554	101/19717	0.15513405063592528	0.4115615108047194	0.3150710130562446	ARC/KCND2/CDH10/NLGN1/LRRTM2	5
GO:0031227	GO:0031227	intrinsic component of endoplasmic reticulum membrane	7/554	158/19717	0.1576488345303679	0.41578727703623347	0.31830604940572904	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	7
GO:0016323	GO:0016323	basolateral plasma membrane	9/554	217/19717	0.15890595742347152	0.41666620231387014	0.3189789108622929	SLC7A7/C5AR1/AQP9/HEPH/ANXA2/ANXA1/CD44/PDPN/ERBB3	9
GO:0033176	GO:0033176	proton-transporting V-type ATPase complex	2/554	26/19717	0.16502300198911135	0.4302044733935793	0.3293431375261851	TCIRG1/ATP6V1G2	2
GO:0034703	GO:0034703	cation channel complex	9/554	220/19717	0.1680639298342122	0.4356139790530442	0.3334843858779286	KCNJ2/KCNMB1/KCND2/GRIA3/DPP6/NLGN1/GRIA2/KCNIP1/SCN3A	9
GO:0098948	GO:0098948	intrinsic component of postsynaptic specialization membrane	4/554	77/19717	0.17084781172139907	0.44029921763629126	0.3370711713962039	KCND2/CDH10/NLGN1/LRRTM2	4
GO:0008328	GO:0008328	ionotropic glutamate receptor complex	3/554	51/19717	0.17232117339197936	0.4411559100931032	0.33772701251146653	GRIA3/NLGN1/GRIA2	3
GO:0032281	GO:0032281	AMPA glutamate receptor complex	2/554	27/19717	0.1750929221877283	0.4411559100931032	0.33772701251146653	GRIA3/GRIA2	2
GO:0032809	GO:0032809	neuronal cell body membrane	2/554	27/19717	0.1750929221877283	0.4411559100931032	0.33772701251146653	KCND2/CX3CR1	2
GO:0097431	GO:0097431	mitotic spindle pole	2/554	27/19717	0.1750929221877283	0.4411559100931032	0.33772701251146653	GPSM2/ASPM	2
GO:0000922	GO:0000922	spindle pole	7/554	164/19717	0.17958505209981535	0.44747435633710897	0.34256410054515524	GPSM2/CENPF/TPX2/PRC1/ASPM/KIF11/CDC20	7
GO:0099240	GO:0099240	intrinsic component of synaptic membrane	7/554	164/19717	0.17958505209981535	0.44747435633710897	0.34256410054515524	NLGN3/CSPG5/KCND2/FXYD6/CDH10/NLGN1/LRRTM2	7
GO:0044298	GO:0044298	cell body membrane	2/554	28/19717	0.18525698357099707	0.4568862284852978	0.3497693615198453	KCND2/CX3CR1	2
GO:0098978	GO:0098978	glutamatergic synapse	13/554	349/19717	0.18574451764456873	0.4568862284852978	0.3497693615198453	LYN/BCAN/CORO1A/SYNPO/NLGN3/CSPG5/ARC/KCND2/NDRG1/FXYD6/CDH10/NLGN1/LRRTM2	13
GO:0098878	GO:0098878	neurotransmitter receptor complex	3/554	53/19717	0.18640147680996627	0.4568862284852978	0.3497693615198453	GRIA3/NLGN1/GRIA2	3
GO:0001669	GO:0001669	acrosomal vesicle	5/554	108/19717	0.18773988728175126	0.4576794008868639	0.3503765748416183	NCF2/ARC/CAV2/LOXL1/CAV1	5
GO:0033267	GO:0033267	axon part	14/554	382/19717	0.189784732122505	0.4601769579959664	0.35228858028399346	TNFRSF1B/SERPINF1/RGS10/GAD1/DSCAM/MAP2/MAPT/APBB2/TPX2/STMN4/EPB41L3/KIF21B/KIF5C/STMN2	14
GO:0005811	GO:0005811	lipid droplet	4/554	81/19717	0.19334403361351096	0.4638199955302843	0.35507750853993064	SYNGR2/ANXA2/G0S2/CAV1	4
GO:0055038	GO:0055038	recycling endosome membrane	4/554	81/19717	0.19334403361351096	0.4638199955302843	0.35507750853993064	VAMP8/NDRG1/FZD7/CLIP3	4
GO:0098685	GO:0098685	Schaffer collateral - CA1 synapse	4/554	82/19717	0.1991074766640138	0.47511889934111223	0.363727387055397	SYNPO/GABBR1/LRRTM2/INA	4
GO:0005834	GO:0005834	heterotrimeric G-protein complex	2/554	30/19717	0.2058153644177745	0.4859828761906613	0.37204430713160674	GNA15/GNG4	2
GO:1905360	GO:1905360	GTPase complex	2/554	30/19717	0.2058153644177745	0.4859828761906613	0.37204430713160674	GNA15/GNG4	2
GO:1990204	GO:1990204	oxidoreductase complex	5/554	112/19717	0.20739163606250402	0.48715431179265273	0.37294109993695906	NCF4/NCF2/CYBB/CYBA/GLDC	5
GO:0120111	GO:0120111	neuron projection cytoplasm	4/554	84/19717	0.21078600763383218	0.4925621214655871	0.3770810499258084	MAP2/MAPT/WASF1/KIF5C	4
GO:0030496	GO:0030496	midbody	7/554	173/19717	0.21470497537749889	0.4981440020172463	0.38135425991750915	CAPG/ANXA2/CENPF/CRMP1/PRC1/ASPM/BIRC5	7
GO:0016328	GO:0016328	lateral plasma membrane	3/554	57/19717	0.2153837702735322	0.4981440020172463	0.38135425991750915	GPSM2/ANXA1/ERBB3	3
GO:0034702	GO:0034702	ion channel complex	11/554	301/19717	0.2281801435169635	0.5243779318791147	0.40143765119932234	CLIC1/KCNJ2/KCNMB1/KCND2/TTYH1/GRIA3/DPP6/NLGN1/GRIA2/KCNIP1/SCN3A	11
GO:0005667	GO:0005667	transcription factor complex	13/554	365/19717	0.22911046692736736	0.5243779318791147	0.40143765119932234	MAFB/HCLS1/CEBPB/CREG1/ASCL1/PDLIM1/AHR/JUNB/TLE2/CEBPA/SOX4/SOX11/BEX1	13
GO:0046658	GO:0046658	anchored component of plasma membrane	3/554	59/19717	0.23021470180058695	0.5243779318791147	0.40143765119932234	CD14/FOLR2/CD2	3
GO:0005635	GO:0005635	nuclear envelope	16/554	464/19717	0.23505211228147438	0.5327060434117836	0.4078132389755282	CYBB/ALOX5AP/TMEM176B/RAC2/MVP/MGST2/ANXA4/CLIC1/PHF11/CENPF/MX2/DTL/CCND2/INA/BCHE/IFI27	16
GO:0005790	GO:0005790	smooth endoplasmic reticulum	2/554	34/19717	0.24752378658770785	0.5352321499771935	0.40974710046100943	KCNJ2/TTYH1	2
GO:0001527	GO:0001527	microfibril	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	FBN1	1
GO:0016461	GO:0016461	unconventional myosin complex	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	MYO1F	1
GO:0033179	GO:0033179	proton-transporting V-type ATPase, V0 domain	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	TCIRG1	1
GO:0033655	GO:0033655	host cell cytoplasm part	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	GBP2	1
GO:0035253	GO:0035253	ciliary rootlet	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	KIF5C	1
GO:0043256	GO:0043256	laminin complex	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	LAMB1	1
GO:0044224	GO:0044224	juxtaparanode region of axon	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	EPB41L3	1
GO:0070938	GO:0070938	contractile ring	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	PRC1	1
GO:0097197	GO:0097197	tetraspanin-enriched microdomain	1/554	10/19717	0.24803441096504086	0.5352321499771935	0.40974710046100943	PDPN	1
GO:0044448	GO:0044448	cell cortex part	7/554	184/19717	0.2606440794469051	0.5493089108423138	0.4205235681089484	GMFG/HCLS1/HAMP/TNFAIP2/GYPC/CORO1A/GPSM2	7
GO:0043198	GO:0043198	dendritic shaft	2/554	36/19717	0.26850680200042365	0.5493089108423138	0.4205235681089484	MAP2/NLGN1	2
GO:0000235	GO:0000235	astral microtubule	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	DYNLT3	1
GO:0005818	GO:0005818	aster	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	DYNLT3	1
GO:0005885	GO:0005885	Arp2/3 protein complex	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	ARPC1B	1
GO:0017146	GO:0017146	NMDA selective glutamate receptor complex	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	NLGN1	1
GO:0030430	GO:0030430	host cell cytoplasm	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	GBP2	1
GO:0031680	GO:0031680	G-protein beta/gamma-subunit complex	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	GNG4	1
GO:0031838	GO:0031838	haptoglobin-hemoglobin complex	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	HP	1
GO:0032280	GO:0032280	symmetric synapse	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	NLGN3	1
GO:0043220	GO:0043220	Schmidt-Lanterman incisure	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	ANXA2	1
GO:0072687	GO:0072687	meiotic spindle	1/554	11/19717	0.26917354611120037	0.5493089108423138	0.4205235681089484	ASPM	1
GO:0001533	GO:0001533	cornified envelope	3/554	65/19717	0.27566279433146545	0.557506368804892	0.42679913401331454	CSTA/PI3/ANXA1	3
GO:0016459	GO:0016459	myosin complex	3/554	65/19717	0.27566279433146545	0.557506368804892	0.42679913401331454	MYO1F/MYL9/ACTG2	3
GO:0150034	GO:0150034	distal axon	10/554	285/19717	0.2816305369933414	0.5656427628036662	0.43302795238558184	RGS10/GAD1/DSCAM/MAP2/MAPT/APBB2/STMN4/KIF21B/KIF5C/STMN2	10
GO:0005614	GO:0005614	interstitial matrix	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	ECM2	1
GO:0005845	GO:0005845	mRNA cap binding complex	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	ZFP36	1
GO:0031464	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	DTL	1
GO:0032585	GO:0032585	multivesicular body membrane	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	RAB27A	1
GO:0033270	GO:0033270	paranode region of axon	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	EPB41L3	1
GO:0042555	GO:0042555	MCM complex	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	MCM7	1
GO:0060198	GO:0060198	clathrin-sculpted vesicle	1/554	12/19717	0.28971946387504854	0.5656427628036662	0.43302795238558184	GAD1	1
GO:0000793	GO:0000793	condensed chromosome	8/554	223/19717	0.29120033690717007	0.5660834135566107	0.43336529267491736	CEBPB/KIF2C/CENPF/DYNLT3/NCAPG/TOP2A/BIRC5/BLM	8
GO:0032153	GO:0032153	cell division site	3/554	68/19717	0.29873021690687307	0.5747721841931134	0.4400169831143452	FSD1/MYLK/RND3	3
