	logFC	AveExpr	t	P.Value	adj.P.Val	B
PAFAH1B3	-0.6732401094806333	7.8538707582244545	-9.204753442546368	1.6690819656451619e-18	7.229886701546417e-17	31.268275774957402
MGP	1.308841848404514	9.488737691284298	9.173160334492076	2.1308314410132446e-18	9.164097218814819e-17	31.0280949004489
SCIN	0.8024423861403944	7.795835242214157	9.15238754257821	2.5012928345587966e-18	1.064331035821803e-16	30.87047136644368
FCGRT	0.6496680126333887	7.885143565702759	9.146773309959165	2.6119327043263924e-18	1.1074962544189584e-16	30.827911345531128
CD52	0.9173344049863088	5.577157298914637	9.132873370567527	2.9071637041178774e-18	1.2237589988919495e-16	30.72261414700256
SERPING1	1.1774625774667404	8.552332285444045	9.109988704537853	3.466885143737449e-18	1.4495913507252208e-16	30.549486209582973
PLAU	0.9874437035868242	6.0116047237652115	9.097362664625603	3.820118349693061e-18	1.5808201088317473e-16	30.454090993160158
IFITM2	0.7885544396617021	9.373291913507458	9.068543035191801	4.765582986296979e-18	1.958605813003011e-16	30.236676829618155
HP	1.265257001864911	5.472098612603805	9.062556581666776	4.989312214553678e-18	2.0435815540018844e-16	30.191573055461397
ICAM1	0.7165682081471791	5.628353632063559	9.059441890765894	5.1097999585277645e-18	2.085837664426825e-16	30.168113896367743
FAS	0.8548399950671781	6.294418209534458	9.0444925961697	5.7294259237421746e-18	2.330869830192678e-16	30.0555942405433
SELL	0.9706776512735509	5.916970659802261	9.034287330579879	6.194604064945503e-18	2.5032020855729445e-16	29.978853205162608
CD2	0.6743195336811034	4.911262584523116	9.032503305197197	6.279681661164153e-18	2.5290945339043054e-16	29.965443745025397
RAC2	0.5976067837781445	5.90474865088577	9.031548993007995	6.325665561287053e-18	2.5391221563006233e-16	29.958271475519552
ADFP	1.0639947318613565	8.642660960392032	9.023974280836956	6.702684697207242e-18	2.6815192399923457e-16	29.901360673171993
ARHGAP15	0.6779185441662845	6.044520061892108	8.992614059353507	8.515220057742056e-18	3.373035524188482e-16	29.66608439963577
GZMA	0.7232896278865235	4.680892650077898	8.977361745409969	9.564585285671422e-18	3.7639456212436357e-16	29.551854945721644
COL5A2	1.110760759148663	8.302239150409312	8.950436490493619	1.1738856484777841e-17	4.589587980184896e-16	29.350522274591818
HMOX1	1.041236197791699	8.445830319732423	8.913335892145193	1.5556699873545057e-17	6.0625818730495e-16	29.073773656739114
IL1B	0.974306645563475	6.2012304267323	8.9082558862107	1.6167256929015667e-17	6.280197030296988e-16	29.035940403563572
MVP	0.6917743361879927	6.897423171681913	8.880782706931525	1.990421501061885e-17	7.629305558808171e-16	28.831588061608507
P4HA2	0.9000819663482735	6.758981607157447	8.880431926180174	1.9957077321247084e-17	7.629305558808171e-16	28.828981639270403
OSTF1	0.6515231409008475	6.860610295902656	8.873185305428136	2.1080772373105593e-17	8.008033467411278e-16	28.775152400362145
CD74	0.9956747566214723	10.810095530653488	8.871156151684346	2.1406498583317578e-17	8.106196727682712e-16	28.76008482713354
LY75	0.8939082919826591	5.6564068603902316	8.858802976240618	2.349977259276975e-17	8.870979986273772e-16	28.668406364974523
IL8	1.3836636685551396	6.8642542717331	8.85733948162672	2.376081915205669e-17	8.941493257158334e-16	28.65755087726236
EVI2A	0.9565390116373198	8.024735486975741	8.848705680042814	2.536032457952759e-17	9.49330626729318e-16	28.593534426731054
MGC14376	0.6731869802854584	6.786457245840516	8.842794956620208	2.6516368141069628e-17	9.885761769497227e-16	28.549733136122114
GYPC	0.8481421895826529	7.614538835734151	8.833277039654465	2.848851792843925e-17	1.0588232496736586e-15	28.47924277614979
CECR1	0.9637286306436463	7.760480460480811	8.830728483646025	2.9040794945414947e-17	1.0728357380593589e-15	28.460376785745396
MGST2	0.6185976953730501	7.932342756271901	8.819662990576319	3.156423987381567e-17	1.1623748518669367e-15	28.378506271727957
CFI	1.1017685028679844	7.618664602069127	8.81117206395334	3.3646690721061164e-17	1.2315302421368345e-15	28.315731834952736
MARCO	0.7388692886730563	4.716636350759601	8.80704919413996	3.4706344056626406e-17	1.2664660458481672e-15	28.285265879148753
CCL18	1.1948093532264865	4.771748601075776	8.803586207096904	3.5621875470902063e-17	1.2959475058024247e-15	28.25968366731155
LILRB4	0.6015010182920175	5.128207511548224	8.799418427049222	3.6755487941891804e-17	1.3331614030007866e-15	28.228904051476356
C3	1.1464711776890741	10.999070178446686	8.773269831164225	4.472855088932767e-17	1.6070969485501705e-15	28.036021079367572
ITGA5	0.6601845018898516	7.19187549623387	8.773010459661903	4.4815651694876506e-17	1.6070969485501705e-15	28.034109818590125
CBS	-0.8083073327875354	7.063275843267599	-8.772932785848601	4.484176837010939e-17	1.6070969485501705e-15	28.03353746212631
CAPG	0.8195579067862084	7.7507154054092995	8.73228929858773	6.079536517630975e-17	2.159580493962012e-15	27.734524831472953
IBSP	0.8778349903854092	5.406311226406961	8.726283224559115	6.358721230865078e-17	2.2521094430022724e-15	27.69041940657886
BCAN	-1.0550994382483951	6.940712143021613	-8.721549092710017	6.587692341908581e-17	2.3195611456509688e-15	27.655669188656923
SOD2	0.9653451756032627	7.6773525438771495	8.675101247593195	9.314799342629323e-17	3.2512699618534e-15	27.315416102590056
COL6A2	0.9164814174979936	5.968002834740556	8.659941087670205	1.0427001635568049e-16	3.608102117687082e-15	27.204632639003073
ISLR	0.7305754234878856	5.220888839197945	8.629404821267729	1.3081410073737255e-16	4.475180116702955e-15	26.981895715302592
RRAS	0.6629637450268611	6.9718272849410585	8.58350293703642	1.8376857053779795e-16	6.216126759595964e-15	26.648109086195596
SLC2A5	0.8380559429745205	6.497275354986804	8.576365032355659	1.9372178817256646e-16	6.534447543904889e-15	26.596315587511008
FAM129A	0.9410962303286929	7.611242005420937	8.57409543828238	1.9699692218596804e-16	6.607902331374449e-15	26.57985344085202
CPVL	0.9062716019603219	7.9028945797016235	8.572470833586566	1.993748875781963e-16	6.669089989490667e-15	26.568071492255427
PTER	0.7263628656606	5.1158975827823845	8.556003579813304	2.2513990874558234e-16	7.448172475588744e-15	26.448735819400312
SULF1	1.1854545799438627	6.182466576015453	8.550898198454304	2.3377749010246064e-16	7.691662666158008e-15	26.411770480552725
IGFBP4	0.808661964974025	7.008870702211168	8.545668683282996	2.4296493381197085e-16	7.972162760119219e-15	26.373922360121192
GPNMB	1.2015522013170639	9.401552629754455	8.538275031598097	2.565668771099156e-16	8.395593299341314e-15	26.320439165105732
CD37	0.7520675679596991	5.647081160917299	8.528331938457805	2.7605333614120894e-16	8.984416956249832e-15	26.248565296859255
PLA2G2A	1.7472534461378961	6.826645511485453	8.511419901191822	3.1261549127438464e-16	1.0092535511866326e-14	26.12645116241322
GAD1	-0.704079387509295	5.303131390071106	-8.454690587508747	4.738852440340146e-16	1.509662991708361e-14	25.71807958141261
PCOLCE	1.0255429437728587	7.09369322777402	8.428002707661248	5.759434721744798e-16	1.815578872231698e-14	25.526630354674708
FBP1	0.6079020437193519	5.516590625885028	8.423308895005889	5.960174877897343e-16	1.8739536783195772e-14	25.49300286401151
CXXC4	-0.7545747782257681	5.692536531129849	-8.421094932089524	6.05724562326397e-16	1.8995143696704358e-14	25.477146152302424
PRSS23	0.8282562559531748	8.133569833999962	8.409659401551766	6.584078498138362e-16	2.0470077322652326e-14	25.39529024953
CORO1A	0.7628386842203527	6.780525737859796	8.406544680026348	6.735261191885569e-16	2.0849875391435995e-14	25.373008615713587
CXCR4	0.8683369925238029	7.882683687767777	8.398045198272236	7.165496175678404e-16	2.2124847422440858e-14	25.3122360295877
PGCP	0.6100367766486086	6.81280379643946	8.3861138304569	7.815647145538987e-16	2.400918952208686e-14	25.22699846621078
OLFML3	0.8628773070719333	8.80238853823999	8.38406828571222	7.932824442586899e-16	2.4307142986674665e-14	25.212393748147228
SEZ6L	-0.8126720155233427	5.737629659571541	-8.376931122079743	8.355438590073323e-16	2.5537104442046436e-14	25.161455847546513
MXRA8	0.6970683477712374	7.05401531247691	8.375695513453294	8.430830463279469e-16	2.5702293781977558e-14	25.152640442294448
FGR	0.6093887560090527	5.697477420039406	8.374158038606906	8.525580740108592e-16	2.5925515977875673e-14	25.141672672659112
RAB27A	0.7004790567318002	6.215385646817161	8.365562101928802	9.075049583901005e-16	2.7526888435600982e-14	25.08037883296052
C1orf54	0.7176180390552425	8.83751429173308	8.360924340052826	9.385897903224755e-16	2.8398236821766956e-14	25.047327573796338
CXCL6	0.6508772439283832	4.3171929449534	8.341759763882994	1.0785964946845527e-15	3.255252879446462e-14	24.910888453217943
ANXA4	0.7781321799607452	8.050257712473746	8.341124830508566	1.0835723244688335e-15	3.262094482813423e-14	24.90637196108264
FXYD5	0.7769229289923629	7.276815348656737	8.331596462034199	1.1610277025292893e-15	3.486557504702669e-14	24.83862292283746
GNG4	-0.8538122534355406	6.998501291799171	-8.330287126547438	1.1720902894597526e-15	3.511022702904065e-14	24.829317538225077
CRB1	-0.7907169107313106	5.54569509739594	-8.29380515073701	1.5259313305082452e-15	4.5259273600936674e-14	24.570461611454537
RGS2	0.8621292333647723	9.74264492611274	8.292696473372565	1.5381951297805073e-15	4.551092322559427e-14	24.56260775696731
TIMP1	0.8908918250318898	11.318074250808206	8.236756168838166	2.3014650058872725e-15	6.71047012128197e-14	24.167304041966233
IL6	1.0173500504399087	5.4302320782477	8.21281695422524	2.733005490241987e-15	7.873409596529667e-14	23.99872393964342
CD69	0.8195244811045557	5.052198936772766	8.207798870656179	2.8331296269630425e-15	8.103692866481938e-14	23.963431317201636
IL18	0.6848601117392681	5.428089122681574	8.178577034918868	3.4924418882090338e-15	9.918864438163487e-14	23.758220433979417
PGDS	0.9031855170339034	6.19783889850963	8.171641278107431	3.669967417713226e-15	1.0398528857435922e-13	23.709591487733796
MCM7	-0.6624982400308177	7.729664292975122	-8.150860051456377	4.2570054438171506e-15	1.1977303634216385e-13	23.56406572278505
CTSK	0.9994826705924265	7.301322153488967	8.147946394746867	4.346405365555286e-15	1.2200329466670572e-13	23.543683525950435
DSCAM	-0.6773113856422546	6.067245677138471	-8.143528500898693	4.485510027095278e-15	1.2561514359600312e-13	23.512788645970538
MAP2	-0.9243718366452587	6.987662737542955	-8.130731468272975	4.913751986962372e-15	1.366545067598173e-13	23.423365875552072
TMEM176A	1.0066427354656922	8.021139020630063	8.127021304366739	5.045294094321384e-15	1.3998947346501867e-13	23.397459138468648
PI3	1.3042102042842556	5.302281223419035	8.125368022092099	5.10502523524853e-15	1.4132118133991446e-13	23.38591762432159
MYL9	0.9045328264388308	6.782853813165926	8.10454379713718	5.919940016622616e-15	1.6350439834901273e-13	23.240690169232735
CFH	0.8716424070834288	5.867523867752457	8.08087079377265	7.003180780653649e-15	1.9253950447632703e-13	23.075924204939586
SRPX2	1.0184058095405657	6.5462144911270554	8.04054940866367	9.316469002970874e-15	2.5382108537053226e-13	22.796092162837517
TREM2	0.9173750776942278	7.921792407055512	8.029889445947184	1.0044986690822653e-14	2.7243632822271707e-13	22.72228224354943
CHD7	-0.7529498668409786	6.872359387960208	-8.01969878066005	1.0793923583722555e-14	2.9209084897794833e-13	22.651788630883637
CD302	0.7647453565787483	8.208511342662561	8.006699108187114	1.1829793358691636e-14	3.194044206846742e-13	22.56195880244015
FAM64A	-0.8050386628578243	7.102458222076477	-8.003957879033882	1.2060449096708431e-14	3.2417841076464937e-13	22.543030079404847
KIF15	-0.7845986349452927	5.8708815706496615	-7.976982572985275	1.4580812827571886e-14	3.8931740148474645e-13	22.357013594747976
POSTN	2.1420348745943336	8.49588929393764	7.968646895233541	1.5460024504297386e-14	4.109704527168855e-13	22.299625508143578
CKB	-0.9805002406494463	10.54647107809832	-7.955756247574842	1.692375775480718e-14	4.4692081334076325e-13	22.21096485598821
SYNPO	0.8356583761737557	6.687079068202615	7.94804258697031	1.7864221018240815e-14	4.686730925962002e-13	22.157961463945213
COL18A1	0.6751075494383203	6.838844501043229	7.933949531267265	1.971761085114188e-14	5.139382464706721e-13	22.061220555980285
HEPH	1.0394514486585136	6.520233610440981	7.923802899729046	2.116831747446541e-14	5.486215521759078e-13	21.991647873633795
ADORA3	0.8405842039676568	6.878222451728419	7.923690675288739	2.1184937864291408e-14	5.486215521759078e-13	21.990878747864567
EGFL6	0.7600617683033235	4.902441379493929	7.922123642563638	2.1418365000631082e-14	5.534762904240332e-13	21.98013998921534
CLEC5A	0.9294756279333516	6.036632009145215	7.90742820395919	2.373472830569653e-14	6.081140388451013e-13	21.879509416217882
ANXA2	0.7160093445879916	11.64042588892587	7.90469885307815	2.4191392666364707e-14	6.184984086801779e-13	21.860834694940284
FSTL1	0.7323513723188704	9.7759827655967	7.901873919398514	2.4673183580327373e-14	6.281489993114212e-13	21.84151098707148
DLL3	-1.1695211088818631	6.186817961596668	-7.892953131307168	2.625765676546802e-14	6.642745856507688e-13	21.780522593536315
ACTG2	0.7578696240260987	5.657480942392072	7.879079692814842	2.8923483075483856e-14	7.256178816562012e-13	21.685775708724307
ITGBL1	0.6685425362669193	4.489383631826476	7.872973033670395	3.0179960918948207e-14	7.55565674399115e-13	21.644110103171414
PBEF1	0.906887547916817	10.350238800944906	7.868981402564733	3.1030220974076206e-14	7.752404999373976e-13	21.61688820025226
CD3D	0.6645750402879456	5.163443794017561	7.8633641058553065	3.226694631888464e-14	8.028069577934066e-13	21.578596973024307
ADAMTS1	0.8212861463320111	6.378371878367043	7.85274635097532	3.473893245098174e-14	8.589860874224273e-13	21.50627458848285
GPSM2	-0.609178042078554	7.451600776930465	-7.843659622603162	3.7002227327552065e-14	9.130754538491434e-13	21.444438207152594
ABCC3	0.9656828252610925	6.30263625578683	7.814994348319556	4.513903716145867e-14	1.1070555712796033e-12	21.249715284416453
NLGN3	-0.6861246328634767	6.543387860244674	-7.801277115504004	4.9634237409213226e-14	1.212364070754048e-12	21.15672158818916
SLPI	1.4331526909551497	7.072631657424088	7.799510282255189	5.024444499280554e-14	1.2247846287517496e-12	21.144752465873925
ETV1	-0.7254749544111885	6.753942814203737	-7.781164472169042	5.703468147264348e-14	1.3847008755918807e-12	21.020591016604218
MAN2A1	0.6267035099011844	7.821461462777333	7.777030611857772	5.868550374935399e-14	1.4182160677321326e-12	20.9926437803527
CLIC1	0.5867626846587104	10.367798765769239	7.776833016102536	5.876558167781535e-14	1.4182160677321326e-12	20.991308198218768
APOBEC3G	0.7575284694666724	6.926994286917937	7.776825914062283	5.87684618666612e-14	1.4182160677321326e-12	20.991260194833952
LTF	2.120574922480654	8.345738139092765	7.762676563440204	6.479215631238719e-14	1.5511474081784624e-12	20.89568823293394
APOC1	0.8977895179443411	10.425492657447375	7.7607912017627765	6.563946335822019e-14	1.5683143209517608e-12	20.882963332721694
RFTN1	0.7708327483498252	8.903679440728576	7.758097199390058	6.686918610118953e-14	1.5945321564960878e-12	20.864784662826768
RGS1	1.0243481570995154	8.425733172122168	7.75198981314999	6.974180316830567e-14	1.6564709935951418e-12	20.823590499914648
KIAA1199	0.8518811361679894	5.891427622707247	7.73685717075817	7.739452974878558e-14	1.8280194846835274e-12	20.72162559506648
EDNRA	0.7684473156760401	6.722341947817376	7.736809578503382	7.741985859397101e-14	1.8280194846835274e-12	20.721305149601132
NID2	0.9036017032438739	6.711748600600843	7.734323325993414	7.87544891428845e-14	1.8522686684738578e-12	20.704566904207745
SLC31A2	0.7219190385702507	6.899963771586419	7.7237047357665976	8.471471167192543e-14	1.984697583566782e-12	20.633124441357285
CSPG5	-1.1610474519219673	8.45366152142894	-7.722597114347924	8.536147905273788e-14	1.9920987030098247e-12	20.625676531170697
DRAM	0.6587931633945914	6.936251940723207	7.712224631171617	9.165954720404253e-14	2.1308190490947492e-12	20.55596827837504
BLNK	0.8304533900467552	6.3074865946409275	7.686839889764198	1.0907172006345721e-13	2.5161717490500994e-12	20.385666285221607
CD48	0.8407782027904256	5.816170492249969	7.667790665570743	1.2424440149062094e-13	2.8389963619545683e-12	20.25814489670013
PDLIM1	0.8429649779470259	8.066271357144261	7.665131082609097	1.265220218611516e-13	2.88556474858331e-12	20.24035973184978
KIF2C	-0.6410725552588143	5.965271804139939	-7.648686329816289	1.4154788147763315e-13	3.2160746957616198e-12	20.130493380075723
ARHGAP29	0.7011779979072248	7.851294626657905	7.646271915510569	1.4389728407463506e-13	3.257163712080367e-12	20.114377772340312
ARC	-0.9910691762726858	6.6924474882878044	-7.638857518766771	1.5135503210886764e-13	3.4131410049718805e-12	20.064912475884107
KCTD12	0.7963871340802111	9.833733431410936	7.636888193682467	1.5339911569738666e-13	3.4463286403506158e-12	20.051780156259767
CXCL2	1.0922016266896701	6.784341605062768	7.630138310244483	1.6061394937476373e-13	3.595005907752611e-12	20.006788335670453
CP	1.0943549703421231	6.997159928532289	7.619865205868298	1.7224151525728616e-13	3.8481119234290165e-12	19.9383697746103
LAMB1	0.89179235535864	7.365948393435535	7.583257167596932	2.2083344060897877e-13	4.888375536421549e-12	19.69512708590036
TRIM22	0.8705675077167427	8.819249109624273	7.574294603414195	2.3465542525015455e-13	5.184808496995158e-12	19.635710088061206
CXCL1	0.7342921893969976	4.995025902440573	7.549262243377106	2.779392599494603e-13	6.085353760566183e-12	19.47004073432736
RNASEH2A	-0.621453327472846	7.576978383201951	-7.5479372799180044	2.804376655456453e-13	6.128911739565628e-12	19.461283429475763
AHR	0.7774403874326783	7.190499750090644	7.541751298479042	2.9239826554893493e-13	6.3671969507057406e-12	19.42041279933264
PTGS2	0.8804158802396866	5.269829572404404	7.538033619621333	2.9982684241944494e-13	6.505432137684605e-12	19.395862410741998
FNDC3B	0.5880911289798494	8.442127641158391	7.53280833028511	3.105833001114472e-13	6.702587992727684e-12	19.36137175930253
C8orf4	0.8669703573924066	7.113086951414706	7.528780686913697	3.1913312564613036e-13	6.862501962554825e-12	19.33479881620018
LOX	0.8270220640548072	5.366941266027891	7.507942680120615	3.6721170519896947e-13	7.840360556748209e-12	19.197489549851227
JUNB	0.5916432977155486	7.860689127270716	7.49301110453952	4.059858507238093e-13	8.63760002547016e-12	19.09927789191877
CD55	0.8458828244857939	5.8820927362153945	7.484833111481104	4.289044893791825e-13	9.04530273398269e-12	19.04555064169174
KCNJ2	0.62494962136899	7.025200531300909	7.483042032518212	4.340916405811688e-13	9.136278376564664e-12	19.033789691004714
PHF11	0.6015813325435531	8.556927999590444	7.44906746473122	5.450559364034534e-13	1.1311141113910093e-11	18.811105411109825
MAPT	-0.8466491375644445	7.3019084239721215	-7.448683322359906	5.464582340078071e-13	1.1311141113910093e-11	18.808591993919904
SPON2	0.7393138752139237	6.094411670688139	7.447788642531265	5.497380252736153e-13	1.135496620985399e-11	18.802738548881567
MYLK	0.8803362093597569	7.832742460044174	7.423817891009558	6.452071485961578e-13	1.3191145133098358e-11	18.646109924507652
MMP9	1.2129679951735755	6.964771909623458	7.408602384595241	7.140962035806056e-13	1.4403930458153522e-11	18.546889859988678
SERPINE1	1.0058581301402096	7.346989299939452	7.381458817592463	8.554367492656617e-13	1.688716284370016e-11	18.370274501480566
WIPI1	0.6669804317572732	6.989279364175076	7.37155928706863	9.135658449022662e-13	1.7888064885061936e-11	18.3059848920663
CXCL14	1.5887235969192952	8.273882867124412	7.369398228014236	9.267636076441552e-13	1.8087661852918828e-11	18.291959334797557
APBB2	-0.6343202474254079	6.332173207445116	-7.367330539671377	9.395668703071732e-13	1.83078709583155e-11	18.27854272255461
DUSP1	0.6420059775469591	7.269264180384048	7.363165834766983	9.658861169992228e-13	1.879030794976517e-11	18.251527976046948
RBMS1	0.5860708338764802	7.987445040221492	7.35294992421748	1.0335609665748384e-12	2.0067593798120008e-11	18.18531124336856
GUCY1A3	0.7671889782368337	6.687708718152145	7.300834446086879	1.4584794618519526e-12	2.7614795093744044e-11	17.848614984337573
C1RL	0.7560190668421756	6.574800090491925	7.279462199729175	1.6788363079354248e-12	3.153907460243118e-11	17.711072204623957
IGSF6	0.6576696326438611	6.1291960970760995	7.253987213003967	1.9846033494603436e-12	3.71096172891327e-11	17.54753332463366
KCNMB1	0.7082835961271927	5.671462271626459	7.241365421008801	2.1557897636060967e-12	4.012367903144454e-11	17.466671124556
IFITM3	0.6080048393462985	10.564384045824323	7.229978651732806	2.3226474248267995e-12	4.3162531311364686e-11	17.39381483861843
IGFBP6	0.8829406606804353	5.9905729677105315	7.221223519657505	2.4595276333676266e-12	4.5565587324635325e-11	17.337857123043594
GBP2	0.7090481921599228	7.644853831821333	7.214636711755296	2.5677123760658226e-12	4.7351290095841706e-11	17.295792771810756
FANCI	-0.7229441548873226	6.742942392913196	-7.1756652741742535	3.3105132014118273e-12	6.04934749186665e-11	17.04752600248044
NUPR1	0.686686744604744	7.67651199045611	7.154459011858844	3.7997453600685385e-12	6.911863085490232e-11	16.912871889424924
C9orf95	0.6205845882917096	7.024850952219364	7.133845118647954	4.343250377640147e-12	7.87672003728052e-11	16.78227718103179
BACE2	0.7363523967672059	6.98978115475501	7.103996711606184	5.268208487657475e-12	9.482775277783455e-11	16.593701231383697
CXCL5	0.640760974000858	4.380688273646515	7.088456388862036	5.823896200072067e-12	1.0427332328003365e-10	16.495765715768083
C7	0.6636692344168269	5.194795072006043	7.0840099085624715	5.993236785630857e-12	1.0676117954521712e-10	16.467774798442086
CRISPLD2	0.6903055872706574	6.2772803272398585	7.063383431175396	6.844286430815713e-12	1.2049546374251872e-10	16.33810977725424
CAV2	0.7374511383415001	6.778375156877726	7.047024124317386	7.602828949376414e-12	1.3281428219687005e-10	16.235480700623423
P2RY13	0.7483039692502134	5.737620737017715	7.031962831985801	8.373946226742585e-12	1.448837075609687e-10	16.141160001907284
GALNAC4S-6ST	0.6564912299973287	7.638179420251557	7.026152731563653	8.691542083052536e-12	1.499477790316886e-10	16.1048169234799
CRIP1	0.7817153233078695	6.206230586241857	7.006021358351828	9.886324691405108e-12	1.6815130216652585e-10	15.979075027614279
CENPF	-0.7531304299741235	6.945433162855463	-6.999088957553984	1.033402779620832e-11	1.7551814206197548e-10	15.935840593205196
ZFP36	0.6858966422571378	8.777779054872598	6.970605138099948	1.2392265989183429e-11	2.084185293879146e-10	15.75855358629202
SNAI2	0.8585504595390168	6.447622709090129	6.965669808416453	1.2787735158663925e-11	2.1447062225714625e-10	15.727893480508438
CHI3L2	1.3203041705697087	8.352801688366766	6.939818708491026	1.5070774645513284e-11	2.5032037004313237e-10	15.567577379694079
RAB32	0.6265632462782484	7.77336944429632	6.9342916029658355	1.560856124046883e-11	2.581844704089638e-10	15.533362137557312
CPD	0.5926750952017512	7.1570206100052065	6.929069994654552	1.613392727724741e-11	2.6614349626385384e-10	15.501057891790254
A2M	0.7815421289076099	10.980185400079678	6.874169719953187	2.2824782191259586e-11	3.694301440149837e-10	15.162578137649987
PLTP	0.7911467449217842	9.133265056105015	6.83151110023996	2.9843501245087485e-11	4.753643412610363e-10	14.901051231222851
KLRC3	-0.824105189841962	5.211989533911626	-6.830975919974823	2.994381499112446e-11	4.763321269790235e-10	14.897778444755577
RARRES3	0.7882077207057536	7.879499101581503	6.817729636706063	3.253498546779591e-11	5.161874769475604e-10	14.816838670202099
TLE2	-0.598723905469428	6.065361024744815	-6.7968858856248175	3.706459018793329e-11	5.865069580066921e-10	14.689729521973863
DKFZp762E1312	-0.5951791467319394	6.3269342095605	-6.788183854494076	3.9133941222939675e-11	6.16820576186701e-10	14.636754922956943
VCAM1	1.0611358605730112	8.374792822246388	6.775355452275576	4.239299098841036e-11	6.629823343927761e-10	14.558759579676835
KCND2	-1.1167657861431897	6.543155006783085	-6.750386722254091	4.9518544451521824e-11	7.664554142483622e-10	14.407291110395988
MX2	0.7554876733771936	5.929637778768389	6.740722346106568	5.2581524052934566e-11	8.113023525302221e-10	14.348784188046924
PBK	-0.8662527963815352	7.761834393232707	-6.738466586160561	5.332280158993115e-11	8.200679141072169e-10	14.335137778840416
FKBP11	0.6021923461779286	6.574088509417933	6.731566183698446	5.565465171829129e-11	8.548384132546732e-10	14.293415970878755
PTX3	1.2171257985238908	8.016197899428494	6.728607312853229	5.6684941747797e-11	8.686586839354905e-10	14.275536302131183
PPIC	0.5865700429122294	7.356371665339995	6.710375799503696	6.345907238686946e-11	9.6608615636243e-10	14.165507445108126
SCG3	-1.1373924849199044	7.628516217090296	-6.686212872957374	7.367376377385955e-11	1.108974329206021e-09	14.020051918303889
MMP1	0.8776030612867673	4.397719963326356	6.679905610384542	7.659548140402148e-11	1.1500782881137489e-09	13.982153092849007
CD36	0.6811475710871848	4.851719231711766	6.678781288599413	7.712811218861099e-11	1.1566335329704279e-09	13.975400338618197
PLAGL1	0.6172615259566392	5.506104972205365	6.676073928023049	7.84256435812913e-11	1.1741736321957575e-09	13.95914350135925
IGKC	0.9761230866226009	5.446031526957829	6.669927819798483	8.145126525363705e-11	1.212405607149935e-09	13.922257794783292
MARCKSL1	-0.6478954896816411	10.380495869183934	-6.661750655837778	8.565491439990754e-11	1.2697752824122204e-09	13.8732252170559
GFPT2	0.8458528888787598	7.590073687325036	6.660264919026079	8.644121985860341e-11	1.2787778495544252e-09	13.864321527465545
NOVA1	-0.7397258492216219	7.313720974091451	-6.659196958053663	8.701079444037056e-11	1.2856245234980887e-09	13.857922464800684
C16orf45	-0.6421395270251464	8.302942163030998	-6.656927396736904	8.823347388343922e-11	1.302092515323989e-09	13.844326340785873
EZH2	-0.6827988697444054	7.243151749819914	-6.647254792203156	9.363617180263892e-11	1.3801306987116007e-09	13.78642318298932
DYNLT3	0.5960945146750234	9.529296439542783	6.624403954119774	1.077219133868474e-10	1.574157368408477e-09	13.649901173450253
PPBP	0.7725516705008744	4.838517413241403	6.618976018450285	1.1136200020340318e-10	1.6235123564762483e-09	13.617527893895314
C6orf134	-0.7162933040617219	7.121001698776927	-6.586780773522208	1.355680933765095e-10	1.9296820099762735e-09	13.425950629109593
IFITM1	0.7684916001061204	8.871430322470031	6.565914861824475	1.5393861190608343e-10	2.1605230356329332e-09	13.302192684599351
SPINT2	0.7045171867380562	6.498324475494953	6.563861214032254	1.558734476422752e-10	2.1846860084015327e-09	13.290029498685005
UBE2C	-0.7114833127522946	8.581045540692367	-6.563703432894087	1.5602308314443765e-10	2.1846860084015327e-09	13.289095132521258
CXCL3	0.639341107300802	5.243886696192932	6.552159763880935	1.6736158104383298e-10	2.3272149641222133e-09	13.220783997798073
ENPP2	0.9906344212704967	7.121670955397555	6.549184248121917	1.7041282081124734e-10	2.366910251682861e-09	13.203191832180174
COL4A1	0.7778580439688376	9.341011437025628	6.522935782393506	1.9980242304399818e-10	2.737225003749518e-09	13.048284222048224
IL1R2	0.66433860270077	5.1608021910876	6.498454328602794	2.3166170399109158e-10	3.1379867710469345e-09	12.904261146084412
CEBPA	0.6376380857812007	6.6597968135863255	6.497678554238141	2.3274870423677587e-10	3.149168422942983e-09	12.899704518530378
SOX4	-0.6866407591253694	7.621271740158477	-6.496304241437706	2.346866522486913e-10	3.1682698053573322e-09	12.891633373742962
THBS2	0.7040397369232094	8.069528599884054	6.4468195051004615	3.160531689218808e-10	4.154926048206646e-09	12.601944995932541
AMIGO2	0.8996112171152655	6.763592896480253	6.4421652506530345	3.2499694476644933e-10	4.2678442844902756e-09	12.574791662822044
ACP5	0.6309869957624841	4.872792056287058	6.428939424903249	3.517877243226392e-10	4.576354985052278e-09	12.497718592426196
LOXL1	0.7787505947967261	6.390928154899619	6.4237159248128055	3.6295458549629785e-10	4.7148857805247235e-09	12.46731452666943
MMP7	1.0149203379792713	5.695425895444648	6.42265259266727	3.6526997000497926e-10	4.739850192672371e-09	12.46112774148385
TPX2	-0.6979403330321983	7.558922260203679	-6.4048133257705695	4.0634324820019025e-10	5.22776217396014e-09	12.357458662546623
ALDH1A1	0.9426621120224405	6.150445751372694	6.404592557096847	4.068788775957539e-10	5.229066642484598e-09	12.356177192976922
