	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030674	GO:0030674	protein binding, bridging	11/532	170/17697	0.013897560307689317	0.08917601197433979	0.07490595370518707	DAB2/COL1A2/SLA/COL8A2/BLNK/TRIM22/MAPT/CAV2/SKAP2/ANXA1/CAV1	11
GO:0016298	GO:0016298	lipase activity	9/532	127/17697	0.01453880546865292	0.09243479073189426	0.07764325856267568	CCR1/CCR5/PLCG2/CCL5/HMOX1/PLA2G2A/EDNRA/ENPP2/PLA2G5	9
GO:0098632	GO:0098632	cell-cell adhesion mediator activity	5/532	50/17697	0.016788832992135638	0.10576964785045452	0.08884425497273693	S100A11/DSCAM/ANXA2/PDLIM1/ANXA1	5
GO:0048365	GO:0048365	Rac GTPase binding	6/532	69/17697	0.017413723223138805	0.10871810985256929	0.09132090035463025	NCKAP1L/DOCK2/ARHGDIB/NCF2/WASF1/CAV1	6
GO:1902936	GO:1902936	phosphatidylinositol bisphosphate binding	8/532	110/17697	0.017910766544207042	0.11082286799228107	0.09308885243370767	PLEK/SCIN/ANXA2/KCNJ2/MAPT/WIPI1/FZD7/SNAP91	8
GO:0016722	GO:0016722	oxidoreductase activity, oxidizing metal ions	3/532	19/17697	0.018290092892355732	0.11216844579117276	0.09421910917068207	HEPH/CP/STEAP3	3
GO:0003924	GO:0003924	GTPase activity	17/532	324/17697	0.019098585955502338	0.1160992988347642	0.0975209421365909	GNA15/ARHGDIB/RGS10/RAC2/RRAS/RAB27A/GNG4/RGS2/RGS1/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	17
GO:0004713	GO:0004713	protein tyrosine kinase activity	9/532	134/17697	0.019957319357012508	0.1202645418644319	0.10101965770643405	SYK/HCK/SLA/LYN/CSF1R/FGR/EFEMP1/TTK/ERBB3	9
GO:0008081	GO:0008081	phosphoric diester hydrolase activity	7/532	94/17697	0.02313701719586263	0.13822373204080005	0.11610499554729617	CCR1/CCR5/PLCG2/CCL5/HMOX1/EDNRA/ENPP2	7
GO:0004197	GO:0004197	cysteine-type endopeptidase activity	8/532	116/17697	0.023817596976669835	0.14106048438495508	0.11848780719204097	CTSS/PYCARD/CTSC/CTSB/CTSH/CASP1/CASP4/CTSK	8
GO:0051861	GO:0051861	glycolipid binding	3/532	21/17697	0.024018956937120778	0.14106048438495508	0.11848780719204097	LYN/SELL/CLIP3	3
GO:0008083	GO:0008083	growth factor activity	10/532	163/17697	0.025681716014738766	0.14955822855641987	0.12562573158912463	GMFG/CXCL12/TIMP1/IL6/CSPG5/CXCL1/PPBP/EFEMP1/LIF/DKK1	10
GO:0043621	GO:0043621	protein self-association	5/532	56/17697	0.026177129392133736	0.15117292223957232	0.12698203994605226	TNFAIP3/CTSC/CCL5/CD2/GPSM2	5
GO:0042056	GO:0042056	chemoattractant activity	4/532	38/17697	0.026594100569173246	0.15231166689617406	0.1279385612418687	CCL5/GPNMB/CXCL10/LGALS3	4
GO:0004869	GO:0004869	cysteine-type endopeptidase inhibitor activity	5/532	58/17697	0.029922934439136087	0.16997207841246975	0.14277293136188315	CSTA/TNFAIP8/BIRC3/LTF/BIRC5	5
GO:0005507	GO:0005507	copper ion binding	5/532	59/17697	0.03191586321577879	0.1769415456682776	0.14862713564905833	HEPH/CP/LOX/LOXL1/MOXD1	5
GO:0097110	GO:0097110	scaffold protein binding	5/532	59/17697	0.03191586321577879	0.1769415456682776	0.14862713564905833	TREM1/TREM2/NLGN3/CAV2/NLGN1	5
GO:0098631	GO:0098631	cell adhesion mediator activity	5/532	59/17697	0.03191586321577879	0.1769415456682776	0.14862713564905833	S100A11/DSCAM/ANXA2/PDLIM1/ANXA1	5
GO:0004322	GO:0004322	ferroxidase activity	2/532	10/17697	0.0345932846345849	0.1844088173212872	0.15489948504393078	HEPH/CP	2
GO:0015924	GO:0015924	mannosyl-oligosaccharide mannosidase activity	2/532	10/17697	0.0345932846345849	0.1844088173212872	0.15489948504393078	MAN2A1/MAN1C1	2
GO:0016176	GO:0016176	superoxide-generating NADPH oxidase activator activity	2/532	10/17697	0.0345932846345849	0.1844088173212872	0.15489948504393078	NCF4/NCF2	2
GO:0016724	GO:0016724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	2/532	10/17697	0.0345932846345849	0.1844088173212872	0.15489948504393078	HEPH/CP	2
GO:0046790	GO:0046790	virion binding	2/532	10/17697	0.0345932846345849	0.1844088173212872	0.15489948504393078	ANXA2/PTX3	2
GO:0043027	GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	3/532	25/17697	0.03804042446611709	0.2012367492749553	0.16903459003425275	TNFAIP8/BIRC3/BIRC5	3
GO:0097493	GO:0097493	structural molecule activity conferring elasticity	2/532	11/17697	0.041453587190715895	0.21763133275125846	0.18280569151886678	FBN1/FBLN5	2
GO:0033293	GO:0033293	monocarboxylic acid binding	5/532	64/17697	0.04310882326765402	0.22461965807882883	0.18867573618530017	S100A8/S100A9/ALOX5AP/APOC1/FABP5	5
GO:0016209	GO:0016209	antioxidant activity	6/532	86/17697	0.04488208411115955	0.23211406185845948	0.19497087598956192	S100A9/ALOX5AP/HP/MGST2/SOD2/PTGS2	6
GO:0004180	GO:0004180	carboxypeptidase activity	4/532	45/17697	0.04563644681818914	0.23426709366670426	0.19677937692365377	SCPEP1/CPVL/CPD/AEBP1	4
GO:0016702	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	3/532	27/17697	0.0463072828205029	0.23596284554859198	0.1982037724437934	TDO2/P4HA2/PTGS2	3
GO:0005041	GO:0005041	low-density lipoprotein particle receptor activity	2/532	12/17697	0.048773777494814215	0.24316710650292267	0.20425519844477294	STAB1/CD36	2
GO:0016004	GO:0016004	phospholipase activator activity	2/532	12/17697	0.048773777494814215	0.24316710650292267	0.20425519844477294	CCL5/APOC2	2
GO:0032036	GO:0032036	myosin heavy chain binding	2/532	12/17697	0.048773777494814215	0.24316710650292267	0.20425519844477294	CORO1A/MYL9	2
GO:0070851	GO:0070851	growth factor receptor binding	8/532	134/17697	0.049416501759146816	0.24461168370777675	0.20546861257750523	IL1R1/PYCARD/TLR5/LYN/IL1B/ITGA5/IL6/EFEMP1	8
GO:0005520	GO:0005520	insulin-like growth factor binding	3/532	28/17697	0.05074522142646601	0.2459191499897968	0.2065668564507597	IGFBP4/IGFBP6/IGFBP3	3
GO:0016701	GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	3/532	28/17697	0.05074522142646601	0.2459191499897968	0.2065668564507597	TDO2/P4HA2/PTGS2	3
GO:1901567	GO:1901567	fatty acid derivative binding	3/532	28/17697	0.05074522142646601	0.2459191499897968	0.2065668564507597	S100A8/S100A9/ALOX5AP	3
GO:0020037	GO:0020037	heme binding	8/532	135/17697	0.051216832748283175	0.24648100760111277	0.20703880489620324	CYBB/CYP1B1/TBXAS1/TDO2/CYBA/HMOX1/CBS/PTGS2	8
GO:0008238	GO:0008238	exopeptidase activity	7/532	113/17697	0.05421925372664863	0.25854755201855295	0.21717444560835392	SCPEP1/CTSH/ANPEP/FAP/CPVL/CPD/AEBP1	7
GO:1901981	GO:1901981	phosphatidylinositol phosphate binding	9/532	161/17697	0.054470335634500336	0.25854755201855295	0.21717444560835392	NCF4/PLEK/SCIN/ANXA2/KCNJ2/MAPT/WIPI1/FZD7/SNAP91	9
GO:0008022	GO:0008022	protein C-terminus binding	10/532	187/17697	0.056469514921994896	0.26287544876509206	0.2208097868414915	DAB2/NCF2/FN1/CORO1A/GPSM2/CENPF/TOP2A/SDC1/CDC20/FBLN5	10
GO:0016829	GO:0016829	lyase activity	10/532	187/17697	0.056469514921994896	0.26287544876509206	0.2208097868414915	RNASE2/NPL/ALOX5AP/RNASE1/MGST2/CBS/GAD1/GLDC/ALDOC/CA12	10
GO:0097617	GO:0097617	annealing activity	2/532	13/17697	0.05652011813275428	0.26287544876509206	0.2208097868414915	ANXA1/BLM	2
GO:0005543	GO:0005543	phospholipid binding	19/532	427/17697	0.05832720038445473	0.26947166577618087	0.2263504688603752	NCF4/PLEK/THBS1/BIN2/SCIN/PLA2G2A/ANXA4/TREM2/ANXA2/APOC1/KCNJ2/MAPT/WIPI1/PLTP/SNX10/ANXA1/FZD7/SNAP91/PLA2G5	19
GO:0017022	GO:0017022	myosin binding	5/532	71/17697	0.06228951582372219	0.2858717514294005	0.24012619205659377	PYCARD/CORO1A/CXCR4/RAB27A/MYL9	5
GO:0070888	GO:0070888	E-box binding	4/532	50/17697	0.06287224633756826	0.28664780731536055	0.24077806249775105	ASCL1/AHR/SNAI2/TWIST1	4
GO:0016846	GO:0016846	carbon-sulfur lyase activity	2/532	14/17697	0.06466047785030465	0.28724173814269954	0.2412769517626078	ALOX5AP/MGST2	2
GO:0050998	GO:0050998	nitric-oxide synthase binding	2/532	14/17697	0.06466047785030465	0.28724173814269954	0.2412769517626078	CD74/CAV1	2
GO:0060229	GO:0060229	lipase activator activity	2/532	14/17697	0.06466047785030465	0.28724173814269954	0.2412769517626078	CCL5/APOC2	2
GO:0097001	GO:0097001	ceramide binding	2/532	14/17697	0.06466047785030465	0.28724173814269954	0.2412769517626078	PLTP/CLIP3	2
GO:0099106	GO:0099106	ion channel regulator activity	7/532	118/17697	0.06536386286048242	0.28851692332684276	0.2423480802001125	VAMP8/FXYD5/KCNMB1/CAV1/FXYD6/DPP6/KCNIP1	7
GO:0015459	GO:0015459	potassium channel regulator activity	4/532	52/17697	0.07059837219469078	0.307289916235833	0.2581169950306306	KCNMB1/CAV1/DPP6/KCNIP1	4
GO:0046906	GO:0046906	tetrapyrrole binding	8/532	145/17697	0.07154783320039426	0.307289916235833	0.2581169950306306	CYBB/CYP1B1/TBXAS1/TDO2/CYBA/HMOX1/CBS/PTGS2	8
GO:0004029	GO:0004029	aldehyde dehydrogenase (NAD) activity	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	ALDH1A1/ALDH1A3	2
GO:0004559	GO:0004559	alpha-mannosidase activity	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	MAN2A1/MAN1C1	2
GO:0005092	GO:0005092	GDP-dissociation inhibitor activity	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	ARHGDIB/GPSM2	2
GO:0008035	GO:0008035	high-density lipoprotein particle binding	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	TREM2/CD36	2
GO:0030228	GO:0030228	lipoprotein particle receptor activity	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	STAB1/CD36	2
GO:0044548	GO:0044548	S100 protein binding	2/532	15/17697	0.07316426577043643	0.307289916235833	0.2581169950306306	S100A11/ANXA2	2
GO:0005546	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	5/532	75/17697	0.07509473692743343	0.31162067479467886	0.26175474012524863	SCIN/ANXA2/KCNJ2/FZD7/SNAP91	5
GO:0048029	GO:0048029	monosaccharide binding	5/532	75/17697	0.07509473692743343	0.31162067479467886	0.26175474012524863	CLEC4A/COLEC12/P4HA2/SLC2A5/FBP1	5
GO:0005149	GO:0005149	interleukin-1 receptor binding	2/532	16/17697	0.08200236810247497	0.3303932621803206	0.2775233143247776	TLR5/IL1B	2
GO:0015923	GO:0015923	mannosidase activity	2/532	16/17697	0.08200236810247497	0.3303932621803206	0.2775233143247776	MAN2A1/MAN1C1	2
GO:0043395	GO:0043395	heparan sulfate proteoglycan binding	2/532	16/17697	0.08200236810247497	0.3303932621803206	0.2775233143247776	PTPRC/CFH	2
GO:0047498	GO:0047498	calcium-dependent phospholipase A2 activity	2/532	16/17697	0.08200236810247497	0.3303932621803206	0.2775233143247776	PLA2G2A/PLA2G5	2
GO:0050700	GO:0050700	CARD domain binding	2/532	16/17697	0.08200236810247497	0.3303932621803206	0.2775233143247776	CASP1/CASP4	2
GO:0051087	GO:0051087	chaperone binding	6/532	102/17697	0.0870392681001367	0.34866018955719497	0.29286714486994586	CTSC/FN1/CP/MAPT/BIRC5/PDPN	6
GO:0004551	GO:0004551	nucleotide diphosphatase activity	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	ENPP2/NUDT11	2
GO:0005001	GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	PTPRC/PTPN6	2
GO:0015125	GO:0015125	bile acid transmembrane transporter activity	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	SLCO2B1/ABCC3	2
GO:0019198	GO:0019198	transmembrane receptor protein phosphatase activity	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	PTPRC/PTPN6	2
GO:0034185	GO:0034185	apolipoprotein binding	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	TREM2/MAPT	2
GO:0042834	GO:0042834	peptidoglycan binding	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	TLR2/TREM2	2
GO:0051010	GO:0051010	microtubule plus-end binding	2/532	17/17697	0.09114708725315913	0.3509162859246627	0.2947622178420878	KIF2C/CLIP2	2
GO:0046332	GO:0046332	SMAD binding	5/532	80/17697	0.09294675893382116	0.35225857494062673	0.2958897120713399	COL3A1/DAB2/COL1A2/TGFBR2/COL5A2	5
GO:0019825	GO:0019825	oxygen binding	3/532	36/17697	0.09302066264665901	0.35225857494062673	0.2958897120713399	CYP1B1/TDO2/CBS	3
GO:0042169	GO:0042169	SH2 domain binding	3/532	36/17697	0.09302066264665901	0.35225857494062673	0.2958897120713399	SYK/LILRB1/PTPN6	3
GO:0019887	GO:0019887	protein kinase regulator activity	9/532	180/17697	0.09394801548928383	0.3538368192069222	0.2972154036932149	GMFG/NCKAP1L/CCL5/RAC2/LTF/CCNB2/CCND2/CXCL10/ERBB3	9
GO:0015144	GO:0015144	carbohydrate transmembrane transporter activity	3/532	37/17697	0.09907932884540209	0.37114581021547915	0.31175458805978584	AQP9/SLC2A5/PPBP	3
GO:0016597	GO:0016597	amino acid binding	4/532	59/17697	0.10119820665692512	0.37704493125402744	0.31670972428567973	TDO2/GAD1/ASS1/GLDC	4
GO:0060090	GO:0060090	molecular adaptor activity	11/532	237/17697	0.10286097305348083	0.3811906648452525	0.32019205234210474	DAB2/COL1A2/SLA/COL8A2/BLNK/TRIM22/MAPT/CAV2/SKAP2/ANXA1/CAV1	11
GO:0008234	GO:0008234	cysteine-type peptidase activity	9/532	184/17697	0.1039530240314005	0.3831885407114923	0.32187022558434764	CTSS/PYCARD/TNFAIP3/CTSC/CTSB/CTSH/CASP1/CASP4/CTSK	9
GO:0019902	GO:0019902	phosphatase binding	9/532	185/17697	0.10654551607511822	0.3906668922754335	0.32815188186878524	SYK/LILRB2/CD33/CTSC/LILRB1/CSF1R/MVP/MAPT/LGALS3	9
GO:0003777	GO:0003777	microtubule motor activity	5/532	84/17697	0.10865163478853951	0.3962925416234625	0.33287730769009616	KIF15/KIF2C/KIF11/KIF21B/KIF5C	5
GO:0004970	GO:0004970	ionotropic glutamate receptor activity	2/532	19/17697	0.11025231741286642	0.39794195816206474	0.3342627825072102	GRIA3/GRIA2	2
GO:0030296	GO:0030296	protein tyrosine kinase activator activity	2/532	19/17697	0.11025231741286642	0.39794195816206474	0.3342627825072102	CCL5/ERBB3	2
GO:0003774	GO:0003774	motor activity	7/532	136/17697	0.11608265319180763	0.41636825353396006	0.34974047877919034	MYO1F/KIF15/KIF2C/DYNLT3/KIF11/KIF21B/KIF5C	7
GO:0030165	GO:0030165	PDZ domain binding	5/532	86/17697	0.11695860170948763	0.41636825353396006	0.34974047877919034	SDC2/CXXC4/ARHGAP29/FZD7/NLGN1	5
GO:0005355	GO:0005355	glucose transmembrane transporter activity	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	SLC2A5/PPBP	2
GO:0008157	GO:0008157	protein phosphatase 1 binding	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	LILRB2/LILRB1	2
GO:0008301	GO:0008301	DNA binding, bending	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	CRIP1/TOP2A	2
GO:0015149	GO:0015149	hexose transmembrane transporter activity	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	SLC2A5/PPBP	2
GO:0042288	GO:0042288	MHC class I protein binding	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	LILRB2/LILRB1	2
GO:0043138	GO:0043138	3'-5' DNA helicase activity	2/532	20/17697	0.12016399813389901	0.41636825353396006	0.34974047877919034	MCM7/BLM	2
GO:0051879	GO:0051879	Hsp90 protein binding	3/532	41/17697	0.1248007282309071	0.43028310778118717	0.36142866044352784	AHR/MAPT/GBP1	3
GO:0030695	GO:0030695	GTPase regulator activity	13/532	304/17697	0.1293139627073685	0.4361699441972489	0.36637347784776897	NCKAP1L/DOCK2/ARHGDIB/RABGAP1L/RGS10/ARHGAP15/RGS2/GPSM2/RGS1/ARHGAP29/ALDH1A1/SLIT2/RUNDC3A	13
GO:0019903	GO:0019903	protein phosphatase binding	7/532	140/17697	0.12953651077665632	0.4361699441972489	0.36637347784776897	LILRB2/CD33/LILRB1/CSF1R/MVP/MAPT/LGALS3	7
GO:0072341	GO:0072341	modified amino acid binding	5/532	89/17697	0.12996275747343813	0.4361699441972489	0.36637347784776897	FOLR2/THBS1/SCIN/CBS/ANXA2	5
GO:0004602	GO:0004602	glutathione peroxidase activity	2/532	21/17697	0.13028452878619123	0.4361699441972489	0.36637347784776897	ALOX5AP/MGST2	2
GO:0016894	GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	2/532	21/17697	0.13028452878619123	0.4361699441972489	0.36637347784776897	RNASET2/RNASE1	2
GO:0070840	GO:0070840	dynein complex binding	2/532	21/17697	0.13028452878619123	0.4361699441972489	0.36637347784776897	GPSM2/CENPF	2
GO:0015145	GO:0015145	monosaccharide transmembrane transporter activity	2/532	22/17697	0.14059245758752742	0.468416216866137	0.3934596611634751	SLC2A5/PPBP	2
GO:0051015	GO:0051015	actin filament binding	9/532	198/17697	0.14348136797089497	0.47432115726171004	0.3984196855255194	AIF1/ARPC1B/HCLS1/LCP1/TAGLN/SCIN/CAPG/CORO1A/PLS3	9
GO:0016247	GO:0016247	channel regulator activity	7/532	144/17697	0.14373368401870001	0.47432115726171004	0.3984196855255194	VAMP8/FXYD5/KCNMB1/CAV1/FXYD6/DPP6/KCNIP1	7
GO:1901618	GO:1901618	organic hydroxy compound transmembrane transporter activity	3/532	44/17697	0.1454916054704608	0.4778468369243096	0.4013811814675222	AQP9/SLCO2B1/ABCC3	3
GO:1990782	GO:1990782	protein tyrosine kinase binding	5/532	93/17697	0.148264783050088	0.4846579936495801	0.40710240827556443	CD4/CD2/DSCAM/TREM2/BLNK	5
GO:0005516	GO:0005516	calmodulin binding	9/532	200/17697	0.14967908380043643	0.4869840613788847	0.4090562557036884	MYO1F/FAS/RGS2/MAP2/RGS1/MYLK/MARCKSL1/ASPM/AEBP1	9
GO:0017134	GO:0017134	fibroblast growth factor binding	2/532	23/17697	0.15106742940560786	0.4870361801498238	0.4091000343629568	THBS1/CXCL13	2
GO:0008528	GO:0008528	G protein-coupled peptide receptor activity	7/532	146/17697	0.1511006908112729	0.4870361801498238	0.4091000343629568	CCR1/CCR5/FPR1/CXCR4/EDNRA/CX3CR1/GPR17	7
GO:0008198	GO:0008198	ferrous iron binding	2/532	24/17697	0.16169013941499724	0.5139966358467573	0.4317462438266223	HEPH/ACP5	2
GO:0051119	GO:0051119	sugar transmembrane transporter activity	2/532	24/17697	0.16169013941499724	0.5139966358467573	0.4317462438266223	SLC2A5/PPBP	2
GO:0120013	GO:0120013	intermembrane lipid transfer activity	2/532	24/17697	0.16169013941499724	0.5139966358467573	0.4317462438266223	NPC2/PLTP	2
GO:0019207	GO:0019207	kinase regulator activity	9/532	207/17697	0.1723869805274834	0.5355320291698511	0.44983551626175694	GMFG/NCKAP1L/CCL5/RAC2/LTF/CCNB2/CCND2/CXCL10/ERBB3	9
GO:0033612	GO:0033612	receptor serine/threonine kinase binding	2/532	25/17697	0.17244228854098675	0.5355320291698511	0.44983551626175694	PYCARD/GPR17	2
GO:0035586	GO:0035586	purinergic receptor activity	2/532	25/17697	0.17244228854098675	0.5355320291698511	0.44983551626175694	ADORA3/P2RY13	2
GO:0102567	GO:0102567	phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)	2/532	25/17697	0.17244228854098675	0.5355320291698511	0.44983551626175694	PLA2G2A/PLA2G5	2
GO:0102568	GO:0102568	phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)	2/532	25/17697	0.17244228854098675	0.5355320291698511	0.44983551626175694	PLA2G2A/PLA2G5	2
GO:0001653	GO:0001653	peptide receptor activity	7/532	152/17697	0.17421876222902566	0.5355320291698511	0.44983551626175694	CCR1/CCR5/FPR1/CXCR4/EDNRA/CX3CR1/GPR17	7
GO:0005506	GO:0005506	iron ion binding	7/532	152/17697	0.17421876222902566	0.5355320291698511	0.44983551626175694	CYP1B1/TBXAS1/CH25H/P4HA2/HEPH/LTF/ACP5	7
GO:0004177	GO:0004177	aminopeptidase activity	3/532	48/17697	0.17464680893562243	0.5355320291698511	0.44983551626175694	CTSH/ANPEP/FAP	3
GO:0008237	GO:0008237	metallopeptidase activity	8/532	181/17697	0.17939466726622458	0.5475492786776462	0.45992975029807603	ANPEP/FAP/ADAMTS1/MMP9/CPD/MMP1/MMP7/AEBP1	8
GO:0019003	GO:0019003	GDP binding	4/532	74/17697	0.18277710859278562	0.5475492786776462	0.45992975029807603	RRAS/RAB27A/GBP1/DIRAS2	4
GO:0008574	GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	2/532	26/17697	0.1833065406251283	0.5475492786776462	0.45992975029807603	KIF11/KIF5C	2
GO:0016628	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	2/532	26/17697	0.1833065406251283	0.5475492786776462	0.45992975029807603	TBXAS1/DPYD	2
GO:0035925	GO:0035925	mRNA 3'-UTR AU-rich region binding	2/532	26/17697	0.1833065406251283	0.5475492786776462	0.45992975029807603	ZFP36/ELAVL4	2
GO:0043015	GO:0043015	gamma-tubulin binding	2/532	26/17697	0.1833065406251283	0.5475492786776462	0.45992975029807603	LYN/NDRG1	2
GO:0070405	GO:0070405	ammonium ion binding	4/532	75/17697	0.1888437210809745	0.56166823480307	0.47178937319981445	SAT1/APOC1/PLTP/BCHE	4
GO:0004364	GO:0004364	glutathione transferase activity	2/532	27/17697	0.19426648124949852	0.5680450274510653	0.4771457434198209	ALOX5AP/MGST2	2
GO:0008066	GO:0008066	glutamate receptor activity	2/532	27/17697	0.19426648124949852	0.5680450274510653	0.4771457434198209	GRIA3/GRIA2	2
GO:0031210	GO:0031210	phosphatidylcholine binding	2/532	27/17697	0.19426648124949852	0.5680450274510653	0.4771457434198209	APOC1/PLTP	2
GO:0050997	GO:0050997	quaternary ammonium group binding	2/532	27/17697	0.19426648124949852	0.5680450274510653	0.4771457434198209	APOC1/PLTP	2
GO:0017124	GO:0017124	SH3 domain binding	6/532	130/17697	0.197453024648638	0.57253408937236	0.48091645997253	HCLS1/CYBA/LYN/PTPN6/OSTF1/MAPT	6
GO:0016830	GO:0016830	carbon-carbon lyase activity	3/532	51/17697	0.19748677869809536	0.57253408937236	0.48091645997253	NPL/GAD1/ALDOC	3
GO:0004222	GO:0004222	metalloendopeptidase activity	5/532	103/17697	0.19828020411163985	0.57253408937236	0.48091645997253	FAP/ADAMTS1/MMP9/MMP1/MMP7	5
GO:0016705	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	7/532	159/17697	0.20296657583505323	0.5760220998549028	0.483846314604331	CYP1B1/TBXAS1/CH25H/HMOX1/P4HA2/PTGS2/MOXD1	7
GO:0035091	GO:0035091	phosphatidylinositol binding	10/532	245/17697	0.20426217879902922	0.5760220998549028	0.483846314604331	NCF4/PLEK/SCIN/ANXA2/KCNJ2/MAPT/WIPI1/SNX10/FZD7/SNAP91	10
GO:0004601	GO:0004601	peroxidase activity	3/532	52/17697	0.2052554566472836	0.5760220998549028	0.483846314604331	ALOX5AP/MGST2/PTGS2	3
GO:0005070	GO:0005070	SH3/SH2 adaptor activity	3/532	52/17697	0.2052554566472836	0.5760220998549028	0.483846314604331	SLA/BLNK/SKAP2	3
GO:0017091	GO:0017091	AU-rich element binding	2/532	28/17697	0.2053065781589625	0.5760220998549028	0.483846314604331	ZFP36/ELAVL4	2
GO:0030507	GO:0030507	spectrin binding	2/532	28/17697	0.2053065781589625	0.5760220998549028	0.483846314604331	PTPRC/GBP1	2
GO:0043425	GO:0043425	bHLH transcription factor binding	2/532	28/17697	0.2053065781589625	0.5760220998549028	0.483846314604331	ASCL1/TWIST1	2
GO:0005080	GO:0005080	protein kinase C binding	3/532	53/17697	0.21309265922305196	0.5924236514358353	0.497623269148655	PLEK/TOP2A/SDC4	3
GO:0005544	GO:0005544	calcium-dependent phospholipid binding	3/532	53/17697	0.21309265922305196	0.5924236514358353	0.497623269148655	ANXA4/ANXA2/ANXA1	3
GO:0019199	GO:0019199	transmembrane receptor protein kinase activity	4/532	79/17697	0.21371704597252358	0.5924236514358353	0.497623269148655	TGFBR2/CSF1R/EFEMP1/ERBB3	4
GO:0004181	GO:0004181	metallocarboxypeptidase activity	2/532	29/17697	0.2164121432228566	0.5975044432407953	0.5018910262203385	CPD/AEBP1	2
GO:0030295	GO:0030295	protein kinase activator activity	4/532	80/17697	0.2200733768692973	0.6005810158059104	0.5044752817508446	NCKAP1L/CCL5/LTF/ERBB3	4
GO:0051117	GO:0051117	ATPase binding	4/532	80/17697	0.2200733768692973	0.6005810158059104	0.5044752817508446	TCIRG1/SNX10/CAV1/SLN	4
GO:0030170	GO:0030170	pyridoxal phosphate binding	3/532	54/17697	0.2209930144740363	0.6005810158059104	0.5044752817508446	CBS/GAD1/GLDC	3
GO:0070279	GO:0070279	vitamin B6 binding	3/532	54/17697	0.2209930144740363	0.6005810158059104	0.5044752817508446	CBS/GAD1/GLDC	3
GO:0052689	GO:0052689	carboxylic ester hydrolase activity	6/532	136/17697	0.22599345852792188	0.6117713545306636	0.5138749283139014	AOAH/PAFAH1B3/PLA2G2A/ENPP2/BCHE/PLA2G5	6
GO:0036442	GO:0036442	proton-exporting ATPase activity	2/532	30/17697	0.2275692958795676	0.6136401635974332	0.5154446881892316	TCIRG1/ATP6V1G2	2
GO:0042165	GO:0042165	neurotransmitter binding	3/532	55/17697	0.22895123794393338	0.6149736740121932	0.5165648085801516	CBS/GLDC/BCHE	3
GO:0016684	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	3/532	56/17697	0.23696213743038547	0.6307674250810987	0.5298312236194238	ALOX5AP/MGST2/PTGS2	3
GO:0005525	GO:0005525	GTP binding	14/532	374/17697	0.23721338036308653	0.6307674250810987	0.5298312236194238	GIMAP4/GNA15/GIMAP6/RAC2/RRAS/RAB27A/GBP2/RAB32/MX2/RND3/GBP1/RAB33A/EEF1A2/DIRAS2	14
GO:0060589	GO:0060589	nucleoside-triphosphatase regulator activity	13/532	344/17697	0.23756175749807612	0.6307674250810987	0.5298312236194238	NCKAP1L/DOCK2/ARHGDIB/RABGAP1L/RGS10/ARHGAP15/RGS2/GPSM2/RGS1/ARHGAP29/ALDH1A1/SLIT2/RUNDC3A	13
